wave,l1_code,l1_slug,name_ko,action,l2_type,name_ko_hint,expansion_axis,priority,target_l3,status,notes
3,01,entertainment,이슈/연예,add,topic,연예인 인스타,연예 세분,HOLD,15,done,
3,01,entertainment,이슈/연예,add,topic,방송 프로그램,연예 세분,HOLD,15,pending,
3,02,economy,경제,add,topic,주식 입문,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,ETF 투자,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,배당주,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,재테크 입문,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,절세 방법,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,연금저축,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,IRP 계좌,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,부동산 청약,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,전세 vs 월세,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,대출 금리,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,신용점수,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,카드 혜택,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,알뜰폰,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,통신비 절약,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,생활비 절약,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,물가 대응,재테크·경제,HOLD,15,pending,
3,02,economy,경제,add,topic,환율 정보,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,코인 입문,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,펀드 투자,재테크·경제,HOLD,15,pending,
3,02,economy,경제,add,topic,예금 금리,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,적금 추천,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,소비습관,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,가계부 작성,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,경제 용어,재테크·경제,HOLD,15,pending,
3,02,economy,경제,add,topic,미국 주식,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,국내 주식,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,부동산 세금,재테크·경제,HOLD,15,pending,
3,02,economy,경제,add,topic,상속 증여,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,실업급여,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,청년 도약계좌,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,정부지원금,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,소상공인 지원,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,창업 자금,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,프리랜서 세금,재테크·경제,HOLD,15,done,
3,02,economy,경제,add,topic,연말정산,재테크·경제,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,해외축구,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,EPL 분석,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,챔스 정보,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,월드컵,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,K리그,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,KBO 리그,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,MLB 정보,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,NBA 정보,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,골프 대회,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,e스포츠,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,올림픽,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,마라톤,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,축구 전술,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,야구 전술,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,농구 분석,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,배구 리그,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,격투기,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,UFC,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,스포츠 부상,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,선수 이적,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,스포츠 영양,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,축구 유튜브,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,경기장 투어,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,스포츠 시청,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,축구 굿즈,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,야구 굿즈,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,운동화 리뷰,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,스포츠 여행,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,축구 국가대표,스포츠 세분,HOLD,15,done,
3,05,sports,스포츠이슈,add,topic,야구 국가대표,스포츠 세분,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,역사 이야기,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,과학 상식,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,철학 입문,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,심리학 상식,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,경제 상식,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,법률 상식,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,독서 추천,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,영화로 보는 역사,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,미술 감상,교양,HOLD,15,done,
3,12,knowledge,지식/교양,add,topic,클래식 음악,교양,HOLD,15,done,
