l2_id,l1_code,l2_slug,name_ko,description,sort_order,l2_type,expansion_axis,target_l3,wave,model_scout,model_gemini,generated_at
05-football-youtube,05,football-youtube,축구 유튜브,축구 관련 유튜브 채널 및 영상 콘텐츠를 소개합니다.,37,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-stadium-tour,05,stadium-tour,경기장 투어,스포츠 경기장 방문 정보 및 투어 가이드를 제공합니다.,38,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-sports-viewing,05,sports-viewing,스포츠 시청,스포츠 경기 중계 시청 방법 및 가이드를 제공합니다.,39,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-soccer-goods,05,soccer-goods,축구 굿즈,축구 관련 상품 리뷰 및 구매 가이드를 제공합니다.,40,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-baseball-goods,05,baseball-goods,야구 굿즈,야구 관련 상품 리뷰 및 구매 가이드를 제공합니다.,41,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-sneaker-review,05,sneaker-review,운동화 리뷰,스포츠 및 일상용 운동화의 리뷰와 구매 정보를 다룹니다.,42,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-sports-travel,05,sports-travel,스포츠 여행,스포츠 관람을 목적으로 하는 여행지 추천 및 팁을 다룹니다.,43,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-korea-soccer,05,korea-soccer,축구 국가대표,한국 축구 국가대표팀의 경기 소식 및 분석을 다룹니다.,44,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
05-korea-baseball,05,korea-baseball,야구 국가대표,한국 야구 국가대표팀의 경기 소식 및 분석을 다룹니다.,45,topic,스포츠 세분,15,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-ev-charging,06,ev-charging,전기차 충전,전기차 충전 방법과 충전소 이용 팁을 상세히 안내합니다.,23,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-tire-maintenance,06,tire-maintenance,타이어 관리,타이어 공기압 점검부터 교체 시기까지 관리법을 다룹니다.,24,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-oil-change,06,oil-change,오일 교환,엔진오일 등 각종 자동차 오일의 교환 주기와 관리법을 설명합니다.,25,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-car-dashcam,06,car-dashcam,블랙박스,블랙박스 제품 선택 기준과 올바른 설치 및 관리법을 공유합니다.,26,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-car-navigation,06,car-navigation,내비게이션,내비게이션 기기 선택과 최신 업데이트 및 사용 팁을 제공합니다.,27,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-car-wash,06,car-wash,자동차 세차,셀프 세차부터 디테일링까지 자동차 세차 노하우를 소개합니다.,28,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-parking-tips,06,parking-tips,주차 팁,초보자를 위한 주차 공식과 안전한 주차 매너를 안내합니다.,29,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-fuel-efficiency,06,fuel-efficiency,연비 향상,경제적인 운전 습관을 통해 차량 연비를 높이는 방법을 공유합니다.,30,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
06-car-odor-removal,06,car-odor-removal,차량 냄새 제거,차량 내 쾌적한 환경을 위한 냄새 제거 및 관리법을 소개합니다.,31,maintenance,관리·용품,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-tablet-review,07,tablet-review,태블릿 리뷰,다양한 태블릿 제품의 성능 분석 및 사용 경험을 공유합니다.,16,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-laptop-review,07,laptop-review,노트북 리뷰,최신 노트북의 사양 비교와 실사용 성능을 상세히 리뷰합니다.,17,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-earphone-review,07,earphone-review,이어폰 리뷰,"유무선 이어폰의 음질, 착용감, 노이즈 캔슬링 성능을 평가합니다.",18,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-monitor-recommend,07,monitor-recommend,모니터 추천,용도별 최적의 모니터 제품을 선정하고 구매 가이드를 제공합니다.,19,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-router-recommend,07,router-recommend,공유기 추천,가정 및 사무실 환경에 적합한 고성능 공유기를 추천합니다.,20,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-keyboard-recommend,07,keyboard-recommend,키보드 추천,타건감과 기능성을 고려한 다양한 키보드 제품을 추천합니다.,21,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-mouse-recommend,07,mouse-recommend,마우스 추천,그립감과 정밀도를 중심으로 최신 마우스 제품을 비교합니다.,22,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-webcam-recommend,07,webcam-recommend,웹캠 추천,화상 회의 및 스트리밍을 위한 고화질 웹캠 제품을 추천합니다.,23,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-ssd-recommend,07,ssd-recommend,SSD 추천,저장 용량과 속도 효율이 뛰어난 SSD 제품을 비교 분석합니다.,24,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-smartwatch,07,smartwatch,스마트워치,스마트워치의 주요 기능과 건강 관리 활용법을 다룹니다.,25,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-wireless-charger,07,wireless-charger,무선충전기,충전 속도와 호환성을 기준으로 무선충전기 제품을 리뷰합니다.,26,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-portable-battery,07,portable-battery,보조배터리,용량과 휴대성을 고려한 보조배터리 제품을 추천합니다.,27,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-bluetooth-speaker,07,bluetooth-speaker,블루투스 스피커,휴대성과 음질이 우수한 블루투스 스피커를 리뷰합니다.,28,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-printer-review,07,printer-review,프린터 추천,가정 및 업무용으로 적합한 프린터 제품을 분석합니다.,29,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-nas-review,07,nas-review,NAS 추천,개인용 및 기업용 NAS 구축을 위한 제품 정보를 제공합니다.,30,product,제품군,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-ai-utilization,07,ai-utilization,AI 활용,다양한 AI 도구를 실생활과 업무에 활용하는 방법을 소개합니다.,31,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-chatgpt-tips,07,chatgpt-tips,ChatGPT 팁,ChatGPT를 효율적으로 사용하기 위한 프롬프트와 팁을 공유합니다.,32,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-data-backup,07,data-backup,데이터 백업,소중한 데이터를 안전하게 보호하는 백업 솔루션을 안내합니다.,33,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-cloud-storage,07,cloud-storage,클라우드 저장,다양한 클라우드 서비스의 특징과 활용법을 비교합니다.,34,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-video-conference-tips,07,video-conference-tips,화상회의 팁,원활한 화상 회의를 위한 소프트웨어 설정과 에티켓을 다룹니다.,35,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-photo-editing-apps,07,photo-editing-apps,사진 보정 앱,전문적인 사진 보정을 돕는 다양한 앱을 리뷰하고 추천합니다.,36,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-smartphone-settings,07,smartphone-settings,스마트폰 설정,스마트폰을 더 편리하게 사용하기 위한 필수 설정 팁을 공유합니다.,37,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
07-pc-optimization,07,pc-optimization,PC 최적화,PC 속도 향상과 시스템 관리를 위한 최적화 방법을 안내합니다.,38,howto,IT howto,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-skin-whitening-care,08,skin-whitening-care,미백 케어,피부 톤 개선을 위한 미백 기능성 제품 리뷰 및 관리법을 다룹니다.,21,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-skin-elasticity-care,08,skin-elasticity-care,탄력 케어,피부 탄력 증진을 위한 안티에이징 제품 및 홈케어 방법을 소개합니다.,22,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-skin-dryness-care,08,skin-dryness-care,속건조 케어,피부 속당김 해결을 위한 고보습 제품 및 수분 충전 루틴을 공유합니다.,23,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-sensitive-skin-care,08,sensitive-skin-care,민감성 피부,자극에 예민한 피부를 위한 저자극 제품 추천 및 진정 케어법을 다룹니다.,24,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-oily-skin-care,08,oily-skin-care,지성 피부,과도한 피지 조절을 위한 지성 피부 전용 제품 및 관리법을 소개합니다.,25,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-dry-skin-care,08,dry-skin-care,건성 피부,건조한 피부를 위한 유수분 밸런스 제품 및 보습 관리법을 다룹니다.,26,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-combination-skin-care,08,combination-skin-care,복합성 피부,부위별 유수분 차이가 큰 복합성 피부를 위한 맞춤형 케어법을 공유합니다.,27,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-skin-redness-care,08,skin-redness-care,홍조 케어,얼굴 홍조 완화를 위한 진정 제품 및 생활 습관 관리법을 다룹니다.,28,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-dark-circle-care,08,dark-circle-care,다크서클 케어,눈가 칙칙함을 개선하기 위한 아이케어 제품 및 관리 팁을 소개합니다.,29,concern,피부 고민,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-teenage-skin-care,08,teenage-skin-care,10대 피부,10대 학생 피부를 위한 순한 제품 추천 및 기초 관리법을 소개합니다.,30,audience,연령·대상,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-twenties-skin-care,08,twenties-skin-care,20대 피부,20대 피부 고민에 맞춘 제품 리뷰 및 관리 루틴을 다룹니다.,31,audience,연령·대상,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-30s-skin-care,08,30s-skin-care,30대 피부,30대부터 시작하는 안티에이징 관리 및 제품 추천을 공유합니다.,32,audience,연령·대상,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-40s-skin-care,08,40s-skin-care,40대 피부,40대 피부 노화 방지를 위한 집중 관리법 및 제품을 소개합니다.,33,audience,연령·대상,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-pregnancy-beauty,08,pregnancy-beauty,임산부 뷰티,임산부도 안심하고 사용할 수 있는 성분 중심의 뷰티 제품을 추천합니다.,34,audience,연령·대상,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-lip-care,08,lip-care,립 케어,"건조한 입술을 위한 립밤, 립 스크럽 제품 및 관리법을 다룹니다.",35,body_part,부위·제품,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-body-care,08,body-care,바디 케어,"전신 피부 건강을 위한 바디 워시, 로션 및 스크럽 제품을 추천합니다.",36,body_part,부위·제품,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-exfoliation,08,exfoliation,각질 제거,피부 타입별 올바른 각질 제거 방법과 제품을 소개합니다.,37,body_part,부위·제품,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-sunscreen,08,sunscreen,선크림,자외선 차단을 위한 선크림 선택 가이드 및 사용법을 다룹니다.,38,body_part,부위·제품,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-cleansing,08,cleansing,클렌징,피부 타입별 올바른 세안법과 클렌징 제품을 추천합니다.,39,body_part,부위·제품,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-face-mask-recommendation,08,face-mask-recommendation,팩 추천,"마스크팩, 워시오프팩 등 피부 고민별 팩 제품을 추천합니다.",40,body_part,부위·제품,20,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-weekend-face-mask-routine,08,weekend-face-mask-routine,주말 팩 루틴,주말을 활용한 스페셜 피부 관리 루틴과 팩 활용법을 다룹니다.,41,routine,루틴,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-summer-skincare-tips,08,summer-skincare-tips,여름 스킨케어,여름철 자외선과 열로부터 피부를 보호하는 관리법을 소개합니다.,42,routine,루틴,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-winter-skincare-tips,08,winter-skincare-tips,겨울 스킨케어,겨울철 건조함으로부터 피부를 지키는 고보습 관리법을 다룹니다.,43,routine,루틴,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
08-pre-makeup-routine,08,pre-makeup-routine,화장 전 루틴,메이크업 밀착력을 높이는 화장 전 기초 준비 루틴을 소개합니다.,44,routine,루틴,25,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-myeongdong-food,09,myeongdong-food,명동 맛집,명동 지역의 인기 식당과 맛집 정보를 추천합니다.,42,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-sinchon-food,09,sinchon-food,신촌 맛집,신촌 지역의 인기 식당과 맛집 정보를 추천합니다.,43,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-gwangjangdae-food,09,gwangjangdae-food,건대 맛집,건대 지역의 인기 식당과 맛집 정보를 추천합니다.,44,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-euljiro-food,09,euljiro-food,을지로 맛집,을지로 지역의 인기 식당과 맛집 정보를 추천합니다.,45,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-mangwon-food,09,mangwon-food,망원 맛집,망원 지역의 인기 식당과 맛집 정보를 추천합니다.,46,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-yeonnam-food,09,yeonnam-food,연남 맛집,연남 지역의 인기 식당과 맛집 정보를 추천합니다.,47,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-songpa-food,09,songpa-food,송파 맛집,송파 지역의 인기 식당과 맛집 정보를 추천합니다.,48,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-jongno-food,09,jongno-food,종로 맛집,종로 지역의 인기 식당과 맛집 정보를 추천합니다.,49,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-nowon-food,09,nowon-food,노원 맛집,노원 지역의 인기 식당과 맛집 정보를 추천합니다.,50,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-mokdong-food,09,mokdong-food,목동 맛집,목동 지역의 인기 식당과 맛집 정보를 추천합니다.,51,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-sangam-food,09,sangam-food,상암 맛집,상암 지역의 인기 식당과 맛집 정보를 추천합니다.,52,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-yeouido-food,09,yeouido-food,여의도 맛집,여의도 지역의 인기 식당과 맛집 정보를 추천합니다.,53,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-pangyo-food,09,pangyo-food,판교 맛집,판교 지역의 인기 식당과 맛집 정보를 추천합니다.,54,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-ilsan-food,09,ilsan-food,일산 맛집,일산 지역의 인기 식당과 맛집 정보를 추천합니다.,55,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-bundang-food,09,bundang-food,분당 맛집,분당 지역의 인기 식당과 맛집 정보를 추천합니다.,56,geo_local,서울·수도권 세분,40,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-bakery-cafe,09,bakery-cafe,베이커리 카페,맛있는 빵과 디저트를 즐길 수 있는 베이커리 카페를 추천합니다.,57,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-rooftop-cafe,09,rooftop-cafe,루프탑 카페,탁 트인 전망을 즐길 수 있는 루프탑 카페를 추천합니다.,58,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-pet-cafe,09,pet-cafe,반려견 카페,반려견과 함께 방문하기 좋은 카페 정보를 제공합니다.,59,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-view-cafe,09,view-cafe,뷰 카페,아름다운 경치를 감상할 수 있는 뷰 맛집 카페를 추천합니다.,60,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-university-food,09,university-food,대학가 맛집,가성비와 맛을 모두 잡은 대학가 주변 맛집을 소개합니다.,61,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-station-food,09,station-food,역세권 맛집,접근성이 뛰어난 지하철역 인근 맛집 정보를 제공합니다.,62,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-hidden-food,09,hidden-food,숨은 맛집,나만 알고 싶은 동네의 숨은 맛집을 발굴하여 소개합니다.,63,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-reservation-food,09,reservation-food,예약 맛집,특별한 날 방문하기 좋은 예약 필수 맛집 정보를 공유합니다.,64,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-lunch-food,09,lunch-food,점심 맛집,직장인과 학생을 위한 점심 식사하기 좋은 맛집을 추천합니다.,65,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-evening-food,09,evening-food,저녁 맛집,분위기 있게 저녁 식사를 즐길 수 있는 맛집을 소개합니다.,66,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-value-for-money-food,09,value-for-money-food,가성비 맛집,합리적인 가격으로 푸짐하게 즐길 수 있는 가성비 맛집을 소개합니다.,67,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-waiting-food,09,waiting-food,웨이팅 맛집,기다림이 아깝지 않은 인기 웨이팅 맛집 정보를 제공합니다.,68,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-local-food,09,local-food,현지인 맛집,지역 주민들이 인정하는 진짜 현지인 맛집을 추천합니다.,69,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-takeout-food,09,takeout-food,포장 맛집,집에서도 맛있게 즐길 수 있는 포장 전문 맛집을 소개합니다.,70,cafe,카페·상황,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-naengmyeon-food,09,naengmyeon-food,냉면 맛집,시원한 육수와 면발이 일품인 냉면 맛집을 추천합니다.,71,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-kalguksu-food,09,kalguksu-food,칼국수 맛집,따뜻한 국물이 생각날 때 가기 좋은 칼국수 맛집을 소개합니다.,72,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-pizza-food,09,pizza-food,피자 맛집,다양한 토핑의 피자를 맛볼 수 있는 맛집 정보를 제공합니다.,73,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-hamburger-food,09,hamburger-food,햄버거 맛집,수제 버거부터 프랜차이즈까지 맛있는 햄버거 맛집을 추천합니다.,74,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-pasta-food,09,pasta-food,파스타 맛집,다채로운 파스타 요리를 즐길 수 있는 맛집을 소개합니다.,75,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-tteokbokki-food,09,tteokbokki-food,떡볶이 맛집,매콤달콤한 떡볶이와 분식을 즐길 수 있는 맛집을 추천합니다.,76,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-gopchang-food,09,gopchang-food,곱창 맛집,고소한 곱창과 대창을 즐길 수 있는 맛집 정보를 제공합니다.,77,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
09-chicken-food,09,chicken-food,치킨 맛집,바삭한 치킨과 맥주를 즐길 수 있는 맛집을 추천합니다.,78,menu,메뉴 확장,35,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
10-pasta-recipe,10,pasta-recipe,파스타 레시피,다양한 파스타 종류별 조리법과 소스 활용 팁을 공유합니다.,36,cuisine,요리 확장,30,3,meta-llama/llama-4-scout-17b-16e-instruct,gemini-3.1-flash-lite,2026-06-05T07:20:10.657415+00:00
