domain_label,l1_code,l1_name,ymyl,model_key,model_label,batch_size,focus_keyword,monthly_total,title_ko,search_intent,topic_angle,description
finance,02,금융·재테크,True,gemini,Gemini Flash Lite,25,연금저축이벤트,970,연금저축이벤트 활용해 수수료 절감하고 혜택 챙기는 법,compare,tip,증권사별 연금저축 계좌 개설 이벤트를 비교하고 효과적으로 가입하는 팁을 제공합니다.
finance,02,금융·재테크,True,gemini,Gemini Flash Lite,25,연말정산세액공제,970,연말정산세액공제 항목 확인하고 13월의 월급 챙기는 법,checklist,tip,연말정산 시 놓치기 쉬운 세액공제 항목을 점검하고 절세 전략을 수립하는 방법을 다룹니다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,삼성전자주가,35907700,삼성전자 주가 전망과 핵심 투자 포인트,info,issue,삼성전자 주가 흐름과 투자자가 알아야 할 분석 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,환율,22361600,최근 환율 변동 추이와 경제 영향 분석,info,issue,현재 환율 변동 상황과 이것이 경제에 미치는 영향을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,금시세,4941100,금시세 변동 전망과 투자 전략,info,tip,금시세의 최근 변동 추이와 향후 전망을 바탕으로 한 투자 전략을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,미국증시,4787800,미국 증시 현황과 전망,info,review,현재 미국 증시의 상황과 향후 전망을 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,달러환율,4566200,달러 환율 변동과 수출입 영향,info,issue,달러 환율 변동이 수출입에 미치는 영향을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,코스피지수,4213100,코스피 지수 전망과 투자 포인트,info,issue,코스피 지수의 최근 변동 추이와 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,나스닥선물,3699300,나스닥 선물 투자 전략과 주의사항,howto,tip,나스닥 선물 투자에 필요한 전략과 주의사항을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,미국환율,3160300,미국 환율 정책과 글로벌 경제 영향,info,issue,미국의 환율 정책이 글로벌 경제에 미치는 영향을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,나스닥,2272000,나스닥 지수 전망과 투자 전략,info,review,나스닥 지수의 최근 변동 추이와 향후 전망을 바탕으로 한 투자 전략을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,검색상위종목,2216300,현재 검색 상위 종목 분석과 투자 포인트,info,review,현재 검색량이 많은 상위 종목들의 분석과 투자 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,국제유가,2208800,국제 유가 변동과 경제 영향,info,issue,국제 유가의 변동이 경제에 미치는 영향을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,코스닥,1760600,코스닥 지수 전망과 투자 전략,info,review,코스닥 지수의 최근 변동 추이와 향후 전망을 바탕으로 한 투자 전략을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,삼성전자주식,1412900,삼성전자 주식 투자 전략과 전망,info,tip,삼성전자 주식의 최근 변동 추이와 투자 전략을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,국제금시세,1370900,국제 금 시세 변동과 투자 포인트,info,issue,국제 금 시세의 변동과 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,원달러환율,1349800,원달러 환율 변동과 수출입 영향,info,issue,원달러 환율 변동이 수출입에 미치는 영향을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,주식시세,1293600,현재 주식 시세와 투자 전략,info,review,현재 주식 시세와 투자 전략을 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,엔화,1207400,엔화 가치 변동과 경제 영향,info,issue,엔화 가치 변동이 경제에 미치는 영향을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,주가지수,1150200,주가지수 전망과 투자 포인트,info,issue,주가지수의 최근 변동 추이와 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,증시,1099600,현재 증시 현황과 전망,info,review,현재 증시의 상황과 향후 전망을 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,카카오주가,1083800,카카오 주가 전망과 투자 전략,info,tip,카카오 주가 변동 추이와 투자 전략을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,엔비디아주가,949700,엔비디아 주가 전망과 투자 포인트,info,issue,엔비디아 주가 흐름과 투자자가 알아야 할 분석 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,다우지수,862300,다우 지수 전망과 투자 전략,info,review,다우 지수의 최근 변동 추이와 향후 전망을 바탕으로 한 투자 전략을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,테슬라주가,854700,테슬라 주가 전망과 투자 포인트,info,issue,테슬라 주가 흐름과 투자자가 알아야 할 분석 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,유럽증시,836000,유럽 증시 현황과 전망,info,review,현재 유럽 증시의 상황과 향후 전망을 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,나스닥종합,800000,나스닥 종합 지수 전망과 투자 전략,info,review,나스닥 종합 지수의 최근 변동 추이와 향후 전망을 바탕으로 한 투자 전략을 제시한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,로컬크리에이터,990,로컬크리에이터 되는 법과 지원 혜택,howto,howto,"로컬크리에이터의 개념과 되는 방법, 지원 혜택을 소개한다."
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,모바일카드,990,모바일카드 종류와 발급 방법 비교,compare,compare,다양한 모바일카드의 종류와 발급 방법을 비교 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,미국주식거래방법,990,미국 주식 거래 방법과 주의사항,howto,howto,미국 주식 거래를 위한 방법과 주의사항을 안내한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,미국주식전망,990,미국 주식 시장 전망과 투자 전략,info,issue,현재 미국 주식 시장의 전망과 투자 전략을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,보험사종류,990,대한민국 보험사 종류와 특징 정리,info,review,다양한 보험사의 종류와 특징을 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,스마트폰부업,990,스마트폰으로 할 수 있는 부업 아이디어,howto,tip,스마트폰을 활용한 다양한 부업 아이디어를 소개한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,신용보증재단대출,990,신용보증재단 대출 조건과 신청 방법,howto,howto,신용보증재단 대출의 조건과 신청 방법을 안내한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,알뜰폰KT,990,KT 알뜰폰 요금제 비교와 선택 팁,compare,compare,KT 알뜰폰의 다양한 요금제를 비교하고 선택하는 팁을 제공한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,임대소득신고,990,임대 소득 신고 방법과 절세 팁,howto,howto,임대 소득 신고 방법과 절세하는 팁을 소개한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,정부대환대출,990,정부 지원 대환대출 조건과 신청 방법,howto,howto,정부 지원 대환대출의 조건과 신청 방법을 안내한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,주식잘하는법,990,주식 잘하는 법과 투자 전략 소개,howto,tip,주식을 잘하는 법과 효과적인 투자 전략을 소개한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,증권앱,990,추천 증권 앱과 투자 활용법,review,review,다양한 증권 앱을 리뷰하고 투자에 활용하는 법을 소개한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,퇴사후실업급여,990,퇴사 후 실업급여 신청 방법과 조건,howto,howto,퇴사 후 실업급여를 신청하는 방법과 조건을 안내한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,퇴직연금수익률,990,퇴직연금 수익률 높이는 투자 전략,info,issue,퇴직연금의 수익률을 높이는 투자 전략을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,한국주식거래소,990,한국 주식 거래소 이용 방법과 특징,howto,howto,한국 주식 거래소의 이용 방법과 특징을 소개한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,고령자계속고용장려금,980,고령자 계속 고용 장려금 지원 조건,info,issue,고령자 계속 고용 장려금의 지원 조건을 안내한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,근로내용확인신고,980,근로내용 확인 신고 방법과 필요 서류,howto,howto,근로내용 확인 신고 방법과 필요 서류를 안내한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,금융변호사,980,금융 변호사 역할과 선임 필요성,info,review,금융 변호사의 역할과 선임 필요성을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,메타버스관련주,980,메타버스 관련주 투자 전망과 분석,info,issue,메타버스 관련주의 투자 전망과 분석 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,저평가주식,980,저평가 주식 찾는 법과 투자 전략,howto,tip,저평가 주식을 찾는 법과 투자 전략을 소개한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,고배당주식,970,고배당 주식 투자 전략과 주의사항,info,issue,고배당 주식의 투자 전략과 주의사항을 분석한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,뿌리기업,970,뿌리기업 지원 정책과 혜택 소개,info,issue,뿌리기업 지원 정책과 혜택을 소개한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,서울신축아파트,970,서울 신축 아파트 투자 전망과 분석,info,issue,서울 신축 아파트의 투자 전망과 분석 포인트를 정리한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,연금저축이벤트,970,연금저축 이벤트 혜택과 가입 방법,info,review,연금저축 이벤트의 혜택과 가입 방법을 안내한다.
finance,02,금융·재테크,True,scout,Groq Scout 17B,25,연말정산세액공제,970,연말정산 세액공제 항목과 절세 팁,howto,tip,연말정산 세액공제 항목과 절세하는 팁을 소개한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,삼성전자주가,35907700,삼성전자 주가 전망과 핵심 투자 포인트,info,issue,삼성전자 주가 흐름과 투자자가 알아야 할 분석 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,환율,22361600,환율 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,환율 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,금시세,4941100,금시세 전망과 투자 포인트: 금융 시장 분석,info,issue,금시세 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,미국증시,4787800,미국 증시 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,미국 증시 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,달러환율,4566200,달러 환율 전망과 투자 포인트: 금융 시장 분석,info,issue,달러 환율 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,코스피지수,4213100,코스피 지수 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,코스피 지수 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,나스닥선물,3699300,나스닥 선물 전망과 투자 포인트: 금융 시장 분석,info,issue,나스닥 선물 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,미국환율,3160300,미국 환율 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,미국 환율 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,나스닥,2272000,나스닥 전망과 투자 포인트: 금융 시장 분석,info,issue,나스닥 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,검색상위종목,2216300,검색 상위 종목 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,검색 상위 종목 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,국제유가,2208800,국제 유가 전망과 투자 포인트: 금융 시장 분석,info,issue,국제 유가 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,코스닥,1760600,코스닥 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,코스닥 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,삼성전자주식,1412900,삼성전자 주식 전망과 투자 포인트: 금융 시장 분석,info,issue,삼성전자 주식 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,국제금시세,1370900,국제 금시세 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,국제 금시세 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,원달러환율,1349800,원 달러 환율 전망과 투자 포인트: 금융 시장 분석,info,issue,원 달러 환율 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,주식시세,1293600,주식 시세 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,주식 시세 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,엔화,1207400,엔 화 전망과 투자 포인트: 금융 시장 분석,info,issue,엔 화 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,주가지수,1150200,주가 지수 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,주가 지수 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,증시,1099600,증시 전망과 투자 포인트: 금융 시장 분석,info,issue,증시 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,카카오주가,1083800,카카오 주가 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,카카오 주가 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,엔비디아주가,949700,엔비디아 주가 전망과 투자 포인트: 금융 시장 분석,info,issue,엔비디아 주가 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,다우지수,862300,다우 지수 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,다우 지수 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,테슬라주가,854700,테슬라 주가 전망과 투자 포인트: 금융 시장 분석,info,issue,테슬라 주가 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,유럽증시,836000,유럽 증시 전망과 분석 포인트: 현재 상황과 향후 전망,info,issue,유럽 증시 전망과 현재 상황을 분석하고 향후 전망을 예측한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,나스닥종합,800000,나스닥 종합 전망과 투자 포인트: 금융 시장 분석,info,issue,나스닥 종합 전망과 금융 시장 분석을 통해 투자자가 알아야 할 포인트를 정리한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,로컬크리에이터,990,로컬 크리에이터 사업 전망과 성공 요인,info,tip,로컬 크리에이터 사업의 전망과 성공 요인을 분석하여 사업을 시작하는 분들에게 도움이 되는 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,모바일카드,990,모바일 카드의 혜택과 비교 분석,compare,howto,모바일 카드의 혜택과 비교 분석을 통해 가장 적합한 카드를 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,미국주식거래방법,990,미국 주식 거래 방법의 전망과 분석,info,issue,미국 주식 거래 방법의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,미국주식전망,990,미국 주식 전망과 투자 포인트,info,tip,미국 주식 전망과 투자 포인트를 분석하여 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,보험사종류,990,보험사 종류와 비교 분석,compare,howto,보험사 종류와 비교 분석을 통해 가장 적합한 보험사를 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,스마트폰부업,990,스마트폰 부업의 이익과 전망,info,issue,스마트폰 부업의 이익과 전망을 분석하여 부업을 시작하는 분들에게 도움이 되는 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,신용보증재단대출,990,신용 보증 재단 대출의 혜택과 비교 분석,compare,howto,신용 보증 재단 대출의 혜택과 비교 분석을 통해 가장 적합한 대출을 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,알뜰폰KT,990,알뜰폰 KT의 혜택과 비교 분석,compare,howto,알뜰폰 KT의 혜택과 비교 분석을 통해 가장 적합한 알뜰폰을 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,임대소득신고,990,임대 소득 신고의 방법과 전망,info,issue,임대 소득 신고의 방법과 전망을 분석하여 임대 소득을 신고하는 분들에게 도움이 되는 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,정부대환대출,990,정부 대환 대출의 혜택과 비교 분석,compare,howto,정부 대환 대출의 혜택과 비교 분석을 통해 가장 적합한 대출을 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,주식잘하는법,990,주식 잘 하는 법의 전망과 분석,info,issue,주식 잘 하는 법의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,증권앱,990,증권 앱의 혜택과 비교 분석,compare,howto,증권 앱의 혜택과 비교 분석을 통해 가장 적합한 앱을 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,퇴사후실업급여,990,퇴사 후 실업 급여의 전망과 분석,info,issue,퇴사 후 실업 급여의 전망과 분석을 통해 실업 급여를 받는 분들에게 도움이 되는 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,퇴직연금수익률,990,퇴직 연금 수익률의 전망과 분석,info,tip,퇴직 연금 수익률의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,한국주식거래소,990,한국 주식 거래소의 전망과 분석,info,issue,한국 주식 거래소의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,고령자계속고용장려금,980,고령자 계속 고용 장려금의 혜택과 비교 분석,compare,howto,고령자 계속 고용 장려금의 혜택과 비교 분석을 통해 가장 적합한 장려금을 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,근로내용확인신고,980,근로 내용 확인 신고의 방법과 전망,info,issue,근로 내용 확인 신고의 방법과 전망을 분석하여 근로 내용을 확인하는 분들에게 도움이 되는 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,금융변호사,980,금융 변호사의 역할과 전망,info,issue,금융 변호사의 역할과 전망을 분석하여 금융 변호사를 찾는 분들에게 도움이 되는 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,메타버스관련주,980,메타버스 관련 주식의 전망과 분석,info,tip,메타버스 관련 주식의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,저평가주식,980,저평가 주식의 전망과 분석,info,issue,저평가 주식의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,고배당주식,970,고배당 주식의 전망과 분석,info,tip,고배당 주식의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,뿌리기업,970,뿌리 기업의 전망과 분석,info,issue,뿌리 기업의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,서울신축아파트,970,서울 신축 아파트의 전망과 분석,info,issue,서울 신축 아파트의 전망과 분석을 통해 투자자가 알아야 할 정보를 제공한다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,연금저축이벤트,970,연금 저축 이벤트의 혜택과 비교 분석,compare,howto,연금 저축 이벤트의 혜택과 비교 분석을 통해 가장 적합한 이벤트를 선택하는 방법을 알려준다.
finance,02,금융·재테크,True,8b,Groq Llama 3.1 8B,25,연말정산세액공제,970,연말 정산 세액 공제의 방법과 전망,info,issue,연말 정산 세액 공제의 방법과 전망을 분석하여 세액 공제를 받는 분들에게 도움이 되는 정보를 제공한다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,근처맛집,951600,"실패 없는 근처맛집 찾는 법, 네이버 지도 200% 활용 가이드",howto,tip,실패 확률을 줄이고 내 주변 숨은 맛집을 스마트하게 검색하는 노하우를 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,샤브올데이,553000,"샤브올데이 솔직 후기, 무한리필 샐러드바 메뉴와 가격 총정리",review,review,"샤브올데이의 다양한 메뉴 구성과 이용 가격, 직접 방문해 느낀 장단점을 상세히 기록합니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,근처카페,535480,"분위기 좋은 근처카페 찾는 꿀팁, 감성 가득한 공간 리스트",info,local,"취향에 맞는 근처카페를 빠르게 검색하고, 분위기 좋은 곳을 선별하는 기준을 제시합니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,식당,347300,위생적이고 맛있는 식당 고르는 5가지 체크리스트,checklist,tip,외식할 때 후회 없는 식당을 선택하기 위해 꼭 확인해야 할 위생 및 서비스 체크리스트를 공유합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,주변맛집,296000,"현지인이 추천하는 진짜 주변맛집 리스트, 지역별 숨은 명소",info,local,광고가 아닌 실제 방문객들의 평점이 높은 알짜배기 주변맛집 정보를 정리했습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,곡성장미축제,217000,"2024 곡성장미축제 일정, 주차 꿀팁 및 인생샷 명소 가이드",info,start,"곡성장미축제 방문을 계획하는 분들을 위해 축제 기간, 가는 길, 추천 관람 코스를 안내합니다."
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,돈까스,162300,"경양식 vs 일식, 당신의 취향은? 돈까스 맛집 비교 분석",compare,compare,취향에 따라 갈리는 경양식 돈까스와 일식 돈까스의 특징을 비교하고 맛집 선택 기준을 제안합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,부산가볼만한곳,160300,"부산가볼만한곳 베스트 7, 당일치기부터 1박 2일까지 추천 코스",info,tip,부산 여행을 준비하는 분들을 위해 꼭 가봐야 할 주요 명소와 알찬 여행 코스를 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,대전맛집,159800,"대전맛집 투어, 성심당부터 현지인들이 줄 서는 노포까지",info,local,대전 여행 시 필수 코스인 대전맛집들을 메뉴별로 분류하여 상세히 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,제육볶음레시피,158890,"실패 없는 제육볶음레시피, 밥도둑 만드는 황금비율 양념장",howto,howto,집에서도 전문점 맛을 낼 수 있는 제육볶음 양념장 황금비율과 조리 과정을 상세히 알려드립니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,강릉맛집,154900,"현지인이 추천하는 강릉맛집 베스트 5, 여행 코스별로 정리했어요",info,local,강릉 여행 시 꼭 들러야 할 현지인 인증 맛집 리스트를 지역별로 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,경주맛집,151500,"경주맛집 리스트, 황리단길부터 보문단지까지 실패 없는 식당 모음",info,local,경주 여행의 즐거움을 더해줄 분위기 좋고 맛있는 식당들을 엄선하여 공유합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,초밥,146800,"초밥 맛있게 먹는 법, 부위별 특징과 올바른 순서 총정리",howto,tip,초밥의 종류와 더 맛있게 즐길 수 있는 식사 순서 및 매너를 상세히 설명합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,고봉민김밥,141180,"고봉민김밥 메뉴 추천, 인기 조합과 칼로리 정보까지 완벽 분석",info,review,고봉민김밥의 베스트 메뉴와 함께 먹으면 더 맛있는 조합 및 영양 정보를 살펴봅니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,닭갈비,138530,"집에서 만드는 닭갈비 황금레시피, 실패 없는 양념장 비율 공개",howto,howto,집에서도 전문점 맛을 낼 수 있는 닭갈비 양념장 레시피와 조리 팁을 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,감자탕,135220,"감자탕 맛있게 끓이는 법, 잡내 없이 진한 국물 내는 비법",howto,tip,집에서 정성스럽게 감자탕을 끓일 때 필요한 고기 손질법과 육수 비법을 알려드립니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,서울가볼만한곳,132100,"주말에 떠나는 서울가볼만한곳, 테마별 데이트 코스 추천",info,start,서울 도심 속에서 즐길 수 있는 다양한 데이트 코스와 핫플레이스를 추천합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,내주변맛집,128530,"내주변맛집 찾는 가장 쉬운 방법, 실패 없는 식당 고르는 꿀팁",howto,tip,지도 앱과 리뷰를 활용해 현재 위치에서 가장 맛있는 식당을 찾는 노하우를 공유합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,여수가볼만한곳,125200,"여수가볼만한곳 베스트 7, 낭만 가득한 여수 여행 필수 코스",info,local,여수 여행을 계획 중인 분들을 위해 꼭 가봐야 할 명소와 맛집을 정리했습니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,강남맛집,121700,"강남맛집 솔직 리뷰, 분위기와 가성비를 모두 잡은 핫플레이스",review,review,강남역 인근에서 데이트나 모임 하기 좋은 인기 맛집들을 직접 방문하고 리뷰합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,쌀국수,120800,"점심 메뉴 고민 끝, 실패 없는 쌀국수 맛집 고르는 꿀팁",info,tip,다양한 쌀국수 종류와 함께 내 입맛에 딱 맞는 맛집을 찾는 기준을 소개합니다.
food,09,맛집·카페,False,gemini,Gemini Flash Lite,10,내근처맛집,119970,"실패 없는 내근처맛집 찾는 법, 현지인 추천 리스트 활용하기",howto,howto,지도 앱과 리뷰를 활용해 현재 위치에서 가장 평점 높은 맛집을 찾는 노하우를 공유합니다.
