l1_code,l1_name,rank,candidate_keyword,norm_stem,monthly_pc,monthly_mobile,monthly_total,comp_idx,depth,source_seed,is_new,note
02,금융·재테크,11189,주식시간외거래,주식시간외거래,570,1680,2250,중간,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,
03,건강·다이어트,11190,스포츠웨어,스포츠웨어,500,1750,2250,높음,1,03-weight-management|03-fitness|03-healthy-diet|03-post-workout-recovery|03-mental-wellness,Y,
04,패션,11191,레깅스반바지,레깅스반바지,270,1980,2250,높음,1,04-daily-outfit|04-interview-outfit|04-denim-coordination|04-athleisure|04-golf-wear,Y,
04,패션,11192,하객블라우스,하객블라우스,280,1970,2250,높음,1,04-summer-outfit|04-autumn-outfit|04-winter-outfit|04-transitional-season-outfit|04-office-wear,Y,
06,자동차,11193,담배냄새빼는법,담배냄새빼는법,220,2030,2250,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,
06,자동차,11194,래핑,래핑,450,1800,2250,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,
06,자동차,11195,포르쉐카이맨,포르쉐카이맨,340,1910,2250,높음,1,06-new-car-review|06-used-car-buying|06-ev-guide|06-car-maintenance|06-car-insurance,Y,
07,IT·테크,11196,삼성SSD1TB,삼성SSD1TB,880,1370,2250,중간,1,07-mouse-recommend|07-ssd-recommend|07-smartwatch|07-portable-battery|07-bluetooth-speaker,Y,
08,뷰티,11197,마인퍼퓸랩,마인퍼퓸랩,480,1770,2250,중간,1,08-perfume|08-scalp-care,Y,
08,뷰티,11198,유아썬크림,유아썬크림,180,2070,2250,높음,1,08-body-care|08-exfoliation|08-sunscreen|08-cleansing|08-face-mask-recommendation,Y,
08,뷰티,11199,탄력밴드,탄력밴드,460,1790,2250,중간,1,08-summer-skincare-tips|08-winter-skincare-tips|08-beauty-device|08-hair-removal|08-nail-art,Y,
08,뷰티,11200,피부좋아지는법,피부좋아지는법,350,1900,2250,높음,1,08-summer-skincare-tips|08-winter-skincare-tips|08-beauty-device|08-hair-removal|08-nail-art,Y,
09,맛집·카페,11201,계룡산맛집,계룡산맛집,250,2000,2250,높음,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11202,공세동맛집,공세동맛집,210,2040,2250,중간,1,09-bundang-food|09-bakery-cafe|09-rooftop-cafe|09-pet-cafe|09-view-cafe,Y,
09,맛집·카페,11203,분당대형카페,분당대형카페,140,2110,2250,중간,1,09-bundang-food|09-bakery-cafe|09-rooftop-cafe|09-pet-cafe|09-view-cafe,Y,
09,맛집·카페,11204,이곡동맛집,이곡동맛집,240,2010,2250,높음,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11205,한우살치살,한우살치살,220,2030,2250,중간,1,09-jeonbuk-food|09-jeonnam-food|09-gyeongbuk-food|09-gyeongnam-food|09-gangnam-food,Y,
10,요리·푸드,11206,그리시니,그리시니,250,2000,2250,중간,1,10-late-night-snack-recipe|10-high-protein-diet|10-beef-recipe|10-potato-recipe|10-egg-recipe,Y,
11,여행,11207,경주한옥마을,경주한옥마을,340,1910,2250,높음,1,11-backpacking-trip|11-golf-trip|11-hot-spring-trip|11-cruise-trip|11-honeymoon-trip,Y,
11,여행,11208,두바이날씨,두바이날씨,390,1860,2250,낮음,1,11-summer-overseas-trip|11-bali-travel|11-china-travel|11-dubai-travel|11-east-europe-travel,Y,
11,여행,11209,문화생활,문화생활,710,1540,2250,높음,1,11-airport-guide|11-duty-free-shopping|11-family-trip|11-solo-travel|11-couple-trip,Y,
11,여행,11210,서울호텔수영장,서울호텔수영장,420,1830,2250,높음,1,11-day-trip|11-train-trip|11-hotel-vacation|11-layover-airport|11-travel-insurance,Y,
11,여행,11211,홈쇼핑여행상품,홈쇼핑여행상품,450,1800,2250,높음,1,11-passport-issuance|11-flight-reservation|11-accommodation-reservation|11-travel-expenses|11-singapore-trip,Y,
14,아웃도어,11212,캠핑무선선풍기,캠핑무선선풍기,370,1880,2250,높음,1,14-sleeping-bag-recommend|14-camping-burner|14-camping-lantern|14-gyeonggi-hiking|14-jeju-hiking,Y,
17,커리어,11213,전기자전거배달,전기자전거배달,450,1800,2250,높음,1,17-job-seeking|17-office-relationships|17-part-time-job|17-remote-work|17-resume-writing,Y,
01,엔터·미디어,11214,발대식,발대식,620,1620,2240,높음,1,01-style|01-interview|01-broadcast|01-fandom|01-event,Y,
02,금융·재테크,11215,배당주추천,배당주추천,510,1730,2240,높음,1,02-etf-investment|02-dividend-stocks|02-tax-saving-methods|02-retirement-savings|02-irp-account,Y,
02,금융·재테크,11216,주식대출,주식대출,440,1800,2240,높음,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,
02,금융·재테크,11217,통장만들기,통장만들기,240,2000,2240,중간,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,
04,패션,11218,결혼식하객룩여자,결혼식하객룩여자,330,1910,2240,높음,1,04-guest-look|04-jewelry-watch|04-luxury-resell|04-maternity-wear,Y,
04,패션,11219,여아반바지,여아반바지,180,2060,2240,높음,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,
04,패션,11220,피로연원피스,피로연원피스,390,1850,2240,높음,1,04-date-night-outfit|04-casual-outfit|04-street-fashion|04-vintage-fashion|04-plus-size-fashion,Y,
05,스포츠,11221,마블런,마블런,610,1630,2240,중간,1,05-golf-tournament|05-olympics|05-marathon|05-football-tactics|05-baseball-tactics,Y,
05,스포츠,11222,야구유니폼제작,야구유니폼제작,600,1640,2240,높음,1,05-soccer-goods|05-baseball-goods|05-sneaker-review|05-sports-travel|05-korea-soccer,Y,
06,자동차,11223,자동차보험이벤트,자동차보험이벤트,700,1540,2240,높음,1,06-new-car-review|06-used-car-buying|06-ev-guide|06-car-maintenance|06-car-insurance,Y,
06,자동차,11224,중고스쿠터,중고스쿠터,460,1780,2240,높음,1,06-motorcycle,Y,
07,IT·테크,11225,240HZ모니터,240HZ모니터,700,1540,2240,중간,1,07-laptop-review|07-earphone-review|07-monitor-recommend|07-router-recommend|07-keyboard-recommend,Y,
07,IT·테크,11226,가정용프린트기,가정용프린트기,350,1890,2240,중간,1,07-printer-review|07-nas-review|07-ai-utilization|07-chatgpt-tips|07-data-backup,Y,
07,IT·테크,11227,키보드매크로,키보드매크로,1150,1090,2240,중간,1,07-laptop-review|07-earphone-review|07-monitor-recommend|07-router-recommend|07-keyboard-recommend,Y,
08,뷰티,11228,발뒷꿈치각질제거,발뒷꿈치각질제거,210,2030,2240,높음,1,08-body-care|08-exfoliation|08-sunscreen|08-cleansing|08-face-mask-recommendation,Y,
08,뷰티,11229,아카시아향수,아카시아향수,210,2030,2240,중간,1,08-perfume|08-scalp-care,Y,
08,뷰티,11230,얼굴간지러움,얼굴간지러움,240,2000,2240,높음,1,08-skin-whitening-care|08-skin-elasticity-care|08-skin-dryness-care|08-sensitive-skin-care|08-oily-skin-care,Y,
08,뷰티,11231,탑젤,탑젤,190,2050,2240,높음,1,08-summer-skincare-tips|08-winter-skincare-tips|08-beauty-device|08-hair-removal|08-nail-art,Y,
09,맛집·카페,11232,경찰병원맛집,경찰병원맛집,200,2040,2240,높음,1,09-hongdae-food|09-seongsu-food|09-jamsil-food|09-itaewon-food|09-korean-food,Y,
09,맛집·카페,11233,고구마피자,고구마피자,260,1980,2240,높음,1,09-pizza-food|09-hamburger-food|09-pasta-food|09-tteokbokki-food|09-gopchang-food,Y,
09,맛집·카페,11234,광주근교맛집,광주근교맛집,240,2000,2240,높음,1,09-incheon-food|09-handmade-coffee|09-gwangju-food|09-partyroom-cafe|09-gangwon-food,Y,
09,맛집·카페,11235,대전곱창맛집,대전곱창맛집,170,2070,2240,높음,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11236,대창구이,대창구이,190,2050,2240,중간,1,09-pizza-food|09-hamburger-food|09-pasta-food|09-tteokbokki-food|09-gopchang-food,Y,
10,요리·푸드,11237,샐러드구독,샐러드구독,450,1790,2240,높음,1,10-mexican-recipe|10-french-recipe|10-microwave-cooking|10-pot-cooking|10-diet-recipe,Y,
11,여행,11238,정선하이원,정선하이원,540,1700,2240,높음,1,11-airport-guide|11-duty-free-shopping|11-family-trip|11-solo-travel|11-couple-trip,Y,
11,여행,11239,제주도독채숙소,제주도독채숙소,540,1700,2240,높음,1,11-mongolia-travel|11-monthly-stay|11-north-europe-travel|11-swiss-travel|11-turkiye-travel,Y,
11,여행,11240,한옥숙소,한옥숙소,360,1880,2240,높음,1,11-domestic-travel|11-overseas-travel|11-travel-photography|11-travel-safety|11-jeju-trip,Y,
14,아웃도어,11241,1인텐트,1인텐트,370,1870,2240,중간,1,14-camping-gear|14-hiking-guide|14-outdoor-fashion|14-fishing-tips|14-car-camping-trip,Y,
14,아웃도어,11242,그로밋인형,그로밋인형,150,2090,2240,높음,1,14-kid-camping|14-freshwater-fishing|14-climbing|14-cycling|14-kayak-sup,Y,
14,아웃도어,11243,프렌치렉,프렌치렉,430,1810,2240,중간,1,14-camping-cooking|14-hiking-health|14-outdoor-safety|14-camping-sites|14-hiking-gear,Y,
15,홈·리빙,11244,먼지없는수건,먼지없는수건,270,1970,2240,중간,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,
16,육아,11245,어린이백과,어린이백과,1380,860,2240,높음,1,16-daycare-kindergarten|16-discipline-habits|16-elementary-learning|16-kids-content|16-kids-english,Y,
16,육아,11246,영어문법,영어문법,520,1720,2240,낮음,1,16-daycare-kindergarten|16-discipline-habits|16-elementary-learning|16-kids-content|16-kids-english,Y,
01,엔터·미디어,11247,복부지방빼는법,복부지방빼는법,360,1870,2230,높음,1,01-celeb-diet|01-celeb-wedding|01-mc,Y,
02,금융·재테크,11248,미분양아파트,미분양아파트,550,1680,2230,높음,1,02-real-estate-subscription|02-lease-vs-rent|02-loan-interest-rate|02-credit-score|02-credit-card-benefits,Y,
02,금융·재테크,11249,주식방송,주식방송,1760,470,2230,높음,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,
03,건강·다이어트,11250,어깨스트레칭,어깨스트레칭,470,1760,2230,높음,1,03-stretching|03-protein-diet|03-intermittent-fasting|03-low-sodium-diet|03-blood-sugar-management,Y,
04,패션,11251,여성골프조끼,여성골프조끼,150,2080,2230,높음,1,04-daily-outfit|04-interview-outfit|04-denim-coordination|04-athleisure|04-golf-wear,Y,
06,자동차,11252,싼타페더프라임,싼타페더프라임,400,1830,2230,높음,1,06-new-car-review|06-used-car-buying|06-ev-guide|06-car-maintenance|06-car-insurance,Y,
08,뷰티,11253,나비존모공,나비존모공,370,1860,2230,높음,1,08-acne-care|08-pore-care|08-wrinkle-care|08-mens-beauty|08-nail-care,Y,
08,뷰티,11254,수분선크림,수분선크림,420,1810,2230,높음,1,08-body-care|08-exfoliation|08-sunscreen|08-cleansing|08-face-mask-recommendation,Y,
09,맛집·카페,11255,관평동횟집,관평동횟집,350,1880,2230,중간,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11256,구월동로데오맛집,구월동로데오맛집,210,2020,2230,높음,1,09-incheon-food|09-handmade-coffee|09-gwangju-food|09-partyroom-cafe|09-gangwon-food,Y,
09,맛집·카페,11257,대구스테이크맛집,대구스테이크맛집,270,1960,2230,중간,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11258,대구죽전역맛집,대구죽전역맛집,270,1960,2230,높음,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11259,무형문화재,무형문화재,480,1750,2230,높음,1,09-mangwon-food|09-yeonnam-food|09-songpa-food|09-jongno-food|09-nowon-food,Y,
09,맛집·카페,11260,빙수카페,빙수카페,80,2150,2230,높음,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11261,상무지구점심맛집,상무지구점심맛집,390,1840,2230,높음,1,09-incheon-food|09-handmade-coffee|09-gwangju-food|09-partyroom-cafe|09-gangwon-food,Y,
09,맛집·카페,11262,송도데이트,송도데이트,360,1870,2230,높음,1,09-incheon-food|09-handmade-coffee|09-gwangju-food|09-partyroom-cafe|09-gangwon-food,Y,
09,맛집·카페,11263,수유리맛집,수유리맛집,200,2030,2230,높음,1,09-mangwon-food|09-yeonnam-food|09-songpa-food|09-jongno-food|09-nowon-food,Y,
09,맛집·카페,11264,춘천카라반,춘천카라반,320,1910,2230,높음,1,09-bundang-food|09-bakery-cafe|09-rooftop-cafe|09-pet-cafe|09-view-cafe,Y,
09,맛집·카페,11265,홍대파스타맛집,홍대파스타맛집,250,1980,2230,높음,1,09-hongdae-food|09-seongsu-food|09-jamsil-food|09-itaewon-food|09-korean-food,Y,
10,요리·푸드,11266,깐양파,깐양파,1180,1050,2230,중간,1,10-steak-recipe|10-sandwich-recipe|10-soup-recipe|10-side-dish-recipe|10-kimbap-making,Y,
10,요리·푸드,11267,브런치만들기,브런치만들기,230,2000,2230,중간,1,10-korean-recipe|10-global-cuisine|10-food-styling|10-healthy-convenience-food|10-ingredient-info,Y,
10,요리·푸드,11268,왕갈비,왕갈비,230,2000,2230,높음,1,10-late-night-snack-recipe|10-high-protein-diet|10-beef-recipe|10-potato-recipe|10-egg-recipe,Y,
10,요리·푸드,11269,음식사진,음식사진,830,1400,2230,높음,1,10-korean-recipe|10-global-cuisine|10-food-styling|10-healthy-convenience-food|10-ingredient-info,Y,
11,여행,11270,마카오비행기,마카오비행기,410,1820,2230,높음,1,11-philippines-trip|11-australia-trip|11-canada-trip|11-hongkong-trip|11-macao-trip,Y,
11,여행,11271,벨기에여행,벨기에여행,430,1800,2230,높음,1,11-spain-trip|11-italy-trip|11-france-trip|11-uk-trip|11-winter-overseas-trip,Y,
11,여행,11272,을왕리리조트,을왕리리조트,270,1960,2230,높음,1,11-day-trip|11-train-trip|11-hotel-vacation|11-layover-airport|11-travel-insurance,Y,
11,여행,11273,제주시내호텔,제주시내호텔,460,1770,2230,높음,1,11-day-trip|11-train-trip|11-hotel-vacation|11-layover-airport|11-travel-insurance,Y,
11,여행,11274,중국차마고도,중국차마고도,120,2110,2230,높음,1,11-summer-overseas-trip|11-bali-travel|11-china-travel|11-dubai-travel|11-east-europe-travel,Y,
11,여행,11275,토론토여행,토론토여행,540,1690,2230,높음,1,11-philippines-trip|11-australia-trip|11-canada-trip|11-hongkong-trip|11-macao-trip,Y,
14,아웃도어,11276,백패킹매트,백패킹매트,450,1780,2230,중간,1,14-camping-gear|14-hiking-guide|14-outdoor-fashion|14-fishing-tips|14-car-camping-trip,Y,
14,아웃도어,11277,안동숙소추천,안동숙소추천,320,1910,2230,높음,1,14-trekking|14-water-play-camping|14-solo-camping|14-wild-camping|14-glamping,Y,
15,홈·리빙,11278,냉장고청소업체,냉장고청소업체,200,2030,2230,높음,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,
17,커리어,11279,알바몬광주,알바몬광주,360,1870,2230,중간,1,17-job-seeking|17-office-relationships|17-part-time-job|17-remote-work|17-resume-writing,Y,
01,엔터·미디어,11280,MUSIC,MUSIC,500,1720,2220,중간,1,01-drama|01-variety-show|01-celebrity|01-music|01-movie,Y,
01,엔터·미디어,11281,청소년수련원,청소년수련원,560,1660,2220,높음,1,01-k-pop|01-ott-recommend|01-webtoon-recommend|01-music-chart|01-concert-info,Y,
02,금융·재테크,11282,증권방송,증권방송,1880,340,2220,높음,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,
02,금융·재테크,11283,청년지원사업,청년지원사업,910,1310,2220,높음,1,02-inheritance-donation|02-unemployment-benefits|02-youth-jump-account|02-gov-support-money|02-small-business-support,Y,
03,건강·다이어트,11284,닭가슴살100G단백질,닭가슴살100G단백질,360,1860,2220,높음,1,03-diet-meal-plan|03-exercise-routine|03-supplement-guide|03-disease-prevention|03-sleep-health,Y,
03,건강·다이어트,11285,배살빼는운동,배살빼는운동,210,2010,2220,높음,1,03-diet-meal-plan|03-exercise-routine|03-supplement-guide|03-disease-prevention|03-sleep-health,Y,
04,패션,11286,명품가방쇼핑몰,명품가방쇼핑몰,210,2010,2220,높음,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,
04,패션,11287,악세사리샵,악세사리샵,120,2100,2220,높음,1,04-accessories|04-fashion-trends|04-shopping-guide|04-styling|04-fashion-items,Y,
04,패션,11288,여름요가복,여름요가복,300,1920,2220,높음,1,04-daily-outfit|04-interview-outfit|04-denim-coordination|04-athleisure|04-golf-wear,Y,
05,스포츠,11289,나이키러닝,나이키러닝,390,1830,2220,높음,1,05-golf-tournament|05-olympics|05-marathon|05-football-tactics|05-baseball-tactics,Y,
06,자동차,11290,자동차보험료계산기,자동차보험료계산기,570,1650,2220,높음,1,06-new-car-review|06-used-car-buying|06-ev-guide|06-car-maintenance|06-car-insurance,Y,
06,자동차,11291,전기차급속충전소,전기차급속충전소,150,2070,2220,높음,1,06-long-distance-driving|06-winter-driving|06-ev-charging|06-tire-maintenance|06-oil-change,Y,
07,IT·테크,11292,WIFI,WIFI,740,1480,2220,높음,1,07-laptop-review|07-earphone-review|07-monitor-recommend|07-router-recommend|07-keyboard-recommend,Y,
09,맛집·카페,11293,감일동맛집,감일동맛집,290,1930,2220,중간,1,09-mangwon-food|09-yeonnam-food|09-songpa-food|09-jongno-food|09-nowon-food,Y,
09,맛집·카페,11294,대전중구청맛집,대전중구청맛집,250,1970,2220,높음,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11295,레저,레저,540,1680,2220,높음,1,09-seoul-food|09-cafe-recommend|09-busan-food|09-date-course|09-gyeonggi-food,Y,
09,맛집·카페,11296,서울광화문맛집,서울광화문맛집,240,1980,2220,높음,1,09-dessert-cafe|09-myeongdong-food|09-sinchon-food|09-gwangjangdae-food|09-euljiro-food,Y,
09,맛집·카페,11297,서울대입구술집,서울대입구술집,280,1940,2220,높음,1,09-japanese-food|09-chinese-food|09-western-food|09-meat-food|09-seafood-food,Y,
09,맛집·카페,11298,창원유니시티맛집,창원유니시티맛집,190,2030,2220,높음,1,09-jeonbuk-food|09-jeonnam-food|09-gyeongbuk-food|09-gyeongnam-food|09-gangnam-food,Y,
09,맛집·카페,11299,판교가볼만한곳,판교가볼만한곳,230,1990,2220,높음,1,09-bundang-food|09-bakery-cafe|09-rooftop-cafe|09-pet-cafe|09-view-cafe,Y,
09,맛집·카페,11300,평택데이트,평택데이트,330,1890,2220,높음,1,09-university-food|09-station-food|09-lunch-food|09-evening-food|09-value-for-money-food,Y,
10,요리·푸드,11301,위생사,위생사,830,1390,2220,높음,1,10-korean-recipe|10-global-cuisine|10-food-styling|10-healthy-convenience-food|10-ingredient-info,Y,
10,요리·푸드,11302,치유농업사,치유농업사,600,1620,2220,중간,1,10-korean-recipe|10-global-cuisine|10-food-styling|10-healthy-convenience-food|10-ingredient-info,Y,
11,여행,11303,소형여행가방,소형여행가방,260,1960,2220,높음,1,11-travel-essentials|11-travel-itinerary|11-accommodation-recommendations|11-travel-tips|11-travel-diaries,Y,
11,여행,11304,여수오동도맛집,여수오동도맛집,210,2010,2220,높음,1,11-busan-trip|11-gangwon-trip|11-gyeongju-trip|11-jeonju-trip|11-yeosu-trip,Y,
11,여행,11305,홍콩여행준비물,홍콩여행준비물,480,1740,2220,높음,1,11-philippines-trip|11-australia-trip|11-canada-trip|11-hongkong-trip|11-macao-trip,Y,
14,아웃도어,11306,무선조명,무선조명,390,1830,2220,높음,1,14-sleeping-bag-recommend|14-camping-burner|14-camping-lantern|14-gyeonggi-hiking|14-jeju-hiking,Y,
14,아웃도어,11307,서산이슬펜션,서산이슬펜션,190,2030,2220,높음,1,14-trekking|14-water-play-camping|14-solo-camping|14-wild-camping|14-glamping,Y,
15,홈·리빙,11308,주방정리,주방정리,440,1780,2220,높음,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,
16,육아,11309,간식선물세트,간식선물세트,470,1750,2220,높음,1,10-baby-meal|10-baby-snack|16-baby-food|16-child-health|16-childcare-logistics,Y,
17,커리어,11310,이케아채용,이케아채용,800,1420,2220,높음,1,17-career-pivot|17-civil-service|17-freelancer-life|17-interview-prep|17-job-change,Y,
18,게임,11311,소드오브콘발라리아,소드오브콘발라리아,760,1460,2220,낮음,1,extra|extra|extra,Y,
18,게임,11312,언리얼엔진,언리얼엔진,1060,1160,2220,높음,1,18-game-guides|18-game-news|18-gaming-gear|18-gaming-terms|18-indie-games,Y,
01,엔터·미디어,11313,일자손금,일자손금,160,2050,2210,높음,1,01-photo-essay|01-award|01-comeback|01-stargram|01-ent-news,Y,
02,금융·재테크,11314,보험회사,보험회사,510,1700,2210,높음,1,02-startup-funding|02-freelancer-tax|02-year-end-tax-adjustment|02-insurance-info|02-pension-system,Y,
02,금융·재테크,11315,직장인투잡,직장인투잡,740,1470,2210,높음,1,02-financial-planning-methods|02-investment-products|02-asset-management|02-financial-news|02-economic-indicators,Y,
03,건강·다이어트,11316,헬스닭가슴살,헬스닭가슴살,330,1880,2210,높음,1,03-diet-meal-plan|03-exercise-routine|03-supplement-guide|03-disease-prevention|03-sleep-health,Y,
04,패션,11317,남자가죽가방,남자가죽가방,410,1800,2210,높음,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,
06,자동차,11318,중고오토바이사이트,중고오토바이사이트,510,1700,2210,높음,1,06-motorcycle,Y,
08,뷰티,11319,자동손톱깎이,자동손톱깎이,310,1900,2210,높음,1,08-acne-care|08-pore-care|08-wrinkle-care|08-mens-beauty|08-nail-care,Y,
09,맛집·카페,11320,간단한저녁메뉴추천,간단한저녁메뉴추천,370,1840,2210,높음,1,09-pizza-food|09-hamburger-food|09-pasta-food|09-tteokbokki-food|09-gopchang-food,Y,
09,맛집·카페,11321,김포짬뽕맛집,김포짬뽕맛집,110,2100,2210,높음,1,09-university-food|09-station-food|09-lunch-food|09-evening-food|09-value-for-money-food,Y,
09,맛집·카페,11322,대구브런치맛집,대구브런치맛집,170,2040,2210,높음,1,09-solo-food|09-daegu-food|09-brunch-cafe|09-daejeon-food|09-night-view-food,Y,
09,맛집·카페,11323,방이동먹자골목맛집,방이동먹자골목맛집,580,1630,2210,높음,1,09-hongdae-food|09-seongsu-food|09-jamsil-food|09-itaewon-food|09-korean-food,Y,
09,맛집·카페,11324,분당가볼만한곳,분당가볼만한곳,210,2000,2210,높음,1,09-seoul-food|09-cafe-recommend|09-busan-food|09-date-course|09-gyeonggi-food,Y,
09,맛집·카페,11325,새우버거,새우버거,310,1900,2210,높음,1,09-pizza-food|09-hamburger-food|09-pasta-food|09-tteokbokki-food|09-gopchang-food,Y,
09,맛집·카페,11326,신천동맛집,신천동맛집,270,1940,2210,높음,1,09-pizza-food|09-hamburger-food|09-pasta-food|09-tteokbokki-food|09-gopchang-food,Y,
09,맛집·카페,11327,용문산맛집,용문산맛집,150,2060,2210,중간,1,09-hongdae-food|09-seongsu-food|09-jamsil-food|09-itaewon-food|09-korean-food,Y,
09,맛집·카페,11328,인천호텔뷔페,인천호텔뷔페,360,1850,2210,높음,1,09-incheon-food|09-handmade-coffee|09-gwangju-food|09-partyroom-cafe|09-gangwon-food,Y,
09,맛집·카페,11329,일본소주,일본소주,210,2000,2210,중간,1,09-japanese-food|09-chinese-food|09-western-food|09-meat-food|09-seafood-food,Y,
10,요리·푸드,11330,덮밥집,덮밥집,110,2100,2210,높음,1,10-late-night-snack-recipe|10-high-protein-diet|10-beef-recipe|10-potato-recipe|10-egg-recipe,Y,
10,요리·푸드,11331,메뉴판제작,메뉴판제작,690,1520,2210,중간,1,10-korean-recipe|10-global-cuisine|10-food-styling|10-healthy-convenience-food|10-ingredient-info,Y,
10,요리·푸드,11332,캠핑메뉴,캠핑메뉴,570,1640,2210,높음,1,10-meat-cooking|10-seafood-cooking|10-baking-guide|10-asian-cuisine|10-home-party-food,Y,
11,여행,11333,시드니숙소,시드니숙소,760,1450,2210,높음,1,11-philippines-trip|11-australia-trip|11-canada-trip|11-hongkong-trip|11-macao-trip,Y,
11,여행,11334,이탈리아피렌체,이탈리아피렌체,500,1710,2210,높음,1,11-spain-trip|11-italy-trip|11-france-trip|11-uk-trip|11-winter-overseas-trip,Y,
11,여행,11335,전주한옥마을펜션,전주한옥마을펜션,380,1830,2210,높음,1,11-busan-trip|11-gangwon-trip|11-gyeongju-trip|11-jeonju-trip|11-yeosu-trip,Y,
11,여행,11336,제주고기집,제주고기집,180,2030,2210,높음,1,11-domestic-travel|11-overseas-travel|11-travel-photography|11-travel-safety|11-jeju-trip,Y,
11,여행,11337,중국하얼빈,중국하얼빈,380,1830,2210,높음,1,11-summer-overseas-trip|11-bali-travel|11-china-travel|11-dubai-travel|11-east-europe-travel,Y,
13,반려동물,11338,고양이의날,고양이의날,620,1590,2210,높음,1,13-dog-training|13-cat-food|13-pet-insurance|13-pet-hospital|13-pet-product-review,Y,
14,아웃도어,11339,찌낚시대,찌낚시대,370,1840,2210,중간,1,14-fishing-gear|14-car-camping-essentials|14-outdoor-events|14-camping-tips|14-hiking-community,Y,
15,홈·리빙,11340,이사짐보관비용,이사짐보관비용,370,1840,2210,높음,1,15-interior|15-laundry-care|15-minimal-life|15-moving-prep|15-organizing,Y,
16,육아,11341,SR테스트,SR테스트,310,1900,2210,중간,1,16-daycare-kindergarten|16-discipline-habits|16-elementary-learning|16-kids-content|16-kids-english,Y,
01,엔터·미디어,11342,영화싸게보는법,영화싸게보는법,180,2020,2200,높음,1,01-k-pop|01-ott-recommend|01-webtoon-recommend|01-music-chart|01-concert-info,Y,
01,엔터·미디어,11343,이름표스티커,이름표스티커,490,1710,2200,중간,1,01-actor-filmography|01-kpop-merchandise|01-kpop-fansign|01-netflix-drama|01-ost,Y,
02,금융·재테크,11344,정부정책자금,정부정책자금,740,1460,2200,높음,1,02-inheritance-donation|02-unemployment-benefits|02-youth-jump-account|02-gov-support-money|02-small-business-support,Y,
02,금융·재테크,11345,주식매매일지,주식매매일지,1080,1120,2200,높음,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,
02,금융·재테크,11346,주식시장전망,주식시장전망,350,1850,2200,높음,1,02-stock-investment|02-real-estate-market|02-interest-rate-info|02-inflation|02-economic-policy,Y,
03,건강·다이어트,11347,블랙마카아르기닌,블랙마카아르기닌,450,1750,2200,높음,1,03-mens-health|03-oral-health|03-posture-care|03-quit-smoking-drinking|03-senior-health,Y,
04,패션,11348,어린이집파우치,어린이집파우치,240,1960,2200,중간,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,
04,패션,11349,여자로퍼,여자로퍼,310,1890,2200,높음,1,04-womens-fashion|04-mens-fashion|04-kids-fashion|04-handbags|04-shoes,Y,
05,스포츠,11350,러닝바람막이,러닝바람막이,410,1790,2200,높음,1,05-golf-tournament|05-olympics|05-marathon|05-football-tactics|05-baseball-tactics,Y,
05,스포츠,11351,운동회,운동회,560,1640,2200,높음,1,05-baseball-analysis|05-sports-event|05-overseas-soccer|05-epl-analysis|05-champions-league-info,Y,
06,자동차,11352,1종자동,1종자동,340,1860,2200,높음,1,06-car-odor-removal|06-camping-car|06-car-accident-response|06-car-tuning|06-drivers-license,Y,
