l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,topic_angle,seo_format
04-storage-부담-없이-시작하는-수납정리함-08,04-storage,04,light-habit-08,부담 없이 시작하는 수납·정리함,"부담 없이 시작하는 수납·정리함, 최신 정리",habit,summary
04-storage-대학생-수납정리함-시작법-09,04-storage,04,one-month-09,대학생 수납·정리함 시작법,"대학생 수납·정리함 시작법 vs 메모 앱, 어떤 것이 더 좋을까",challenge,vs
04-storage-이사-후-새로-시작하는-수납정리함-10,04-storage,04,one-month-10,이사 후 새로 시작하는 수납·정리함,이사 후 새로 시작하는 수납·정리함 | 최신 정리,challenge,pipe
04-storage-퇴근-후-10분-수납정리함-루틴-11,04-storage,04,seasonal-11,퇴근 후 10분 수납·정리함 루틴,"퇴근 후 10분 수납·정리함 루틴, 초보자도 가능할까?",season,ask
04-storage-주말만-하는-수납정리함-플랜-12,04-storage,04,first-step-12,주말만 하는 수납·정리함 플랜,주말만 하는 수납·정리함 플랜 | 시작 가이드,start,pipe
04-storage-sns에-올리는-수납정리함-아이디어-13,04-storage,04,solo-13,SNS에 올리는 수납·정리함 아이디어,"SNS에 올리는 수납·정리함 아이디어 vs 기존 습관, 어떤 것이 더 좋을까",solo,vs
04-storage-출근-전-5분-수납정리함-14,04-storage,04,life-change-14,출근 전 5분 수납·정리함,"출근 전 5분 수납·정리함, 초보자도 가능할까?",benefit,ask
04-storage-1인-가구-수납정리함-현실-팁-15,04-storage,04,seasonal-15,1인 가구 수납·정리함 현실 팁,"1인 가구 수납·정리함 현실 팁, 꿀팁 모음",season,summary
04-storage-번아웃-올-때-수납정리함-조절-16,04-storage,04,first-step-16,번아웃 올 때 수납·정리함 조절,"번아웃 올 때 수납·정리함 조절, 시작 가이드",start,summary
04-storage-비-오는-날-수납정리함-대체-활동-17,04-storage,04,solo-17,비 오는 날 수납·정리함 대체 활동,"비 오는 날 수납·정리함 대체 활동 vs 메모 앱, 어떤 것이 더 좋을까",solo,vs
04-storage-30일-수납정리함-챌린지-설계-18,04-storage,04,common-mistake-18,30일 수납·정리함 챌린지 설계,30일 수납·정리함 챌린지 설계 | 최신 정리,pitfall,pipe
04-minimal-living-명절연휴-미니멀-라이프-준비-01,04-minimal-living,04,seasonal-01,명절·연휴 미니멀 라이프 준비,"명절·연휴 미니멀 라이프 준비 vs 기존 습관, 어떤 것이 더 좋을까",season,vs
04-minimal-living-취미로-전환한-미니멀-라이프-02,04-minimal-living,04,compare-style-02,취미로 전환한 미니멀 라이프,취미로 전환한 미니멀 라이프 | 최신 정리,choose,pipe
04-minimal-living-30대-미니멀-라이프-후기-정리-03,04-minimal-living,04,compare-style-03,30대 미니멀 라이프 후기 정리,"30대 미니멀 라이프 후기 정리, 완벽 가이드",choose,summary
04-minimal-living-혼자-하는-미니멀-라이프-장단점-04,04-minimal-living,04,seasonal-04,혼자 하는 미니멀 라이프 장단점,혼자 하는 미니멀 라이프 장단점 | 꿀팁 모음,season,pipe
04-minimal-living-월급날-후-미니멀-라이프-정리-05,04-minimal-living,04,solo-05,월급날 후 미니멀 라이프 정리,"월급날 후 미니멀 라이프 정리, 최신 정리",solo,summary
04-minimal-living-부담-없이-시작하는-미니멀-라이프-06,04-minimal-living,04,with-friend-06,부담 없이 시작하는 미니멀 라이프,"부담 없이 시작하는 미니멀 라이프, 알아두면 충분할까?",social,ask
04-minimal-living-대학생-미니멀-라이프-시작법-07,04-minimal-living,04,one-month-07,대학생 미니멀 라이프 시작법,"대학생 미니멀 라이프 시작법, 핵심 총정리",challenge,summary
04-minimal-living-이사-후-새로-시작하는-미니멀-라이프-08,04-minimal-living,04,life-change-08,이사 후 새로 시작하는 미니멀 라이프,"이사 후 새로 시작하는 미니멀 라이프, 꿀팁 모음",benefit,summary
04-minimal-living-퇴근-후-10분-미니멀-라이프-루틴-09,04-minimal-living,04,solo-09,퇴근 후 10분 미니멀 라이프 루틴,"퇴근 후 10분 미니멀 라이프 루틴, 알아두면 충분할까?",solo,ask
04-minimal-living-주말만-하는-미니멀-라이프-플랜-10,04-minimal-living,04,first-step-10,주말만 하는 미니멀 라이프 플랜,"주말만 하는 미니멀 라이프 플랜, 체크리스트",start,summary
04-minimal-living-sns에-올리는-미니멀-라이프-아이디어-11,04-minimal-living,04,seasonal-11,SNS에 올리는 미니멀 라이프 아이디어,SNS에 올리는 미니멀 라이프 아이디어 | 꿀팁 모음,season,pipe
04-minimal-living-출근-전-5분-미니멀-라이프-12,04-minimal-living,04,solo-12,출근 전 5분 미니멀 라이프,"출근 전 5분 미니멀 라이프 vs 종이 노트, 어떤 것이 더 좋을까",solo,vs
04-minimal-living-1인-가구-미니멀-라이프-현실-팁-13,04-minimal-living,04,seasonal-13,1인 가구 미니멀 라이프 현실 팁,"1인 가구 미니멀 라이프 현실 팁, 최신 정리",season,summary
04-minimal-living-번아웃-올-때-미니멀-라이프-조절-14,04-minimal-living,04,first-step-14,번아웃 올 때 미니멀 라이프 조절,"번아웃 올 때 미니멀 라이프 조절, 초보자도 가능할까?",start,ask
04-minimal-living-비-오는-날-미니멀-라이프-대체-활동-15,04-minimal-living,04,compare-style-15,비 오는 날 미니멀 라이프 대체 활동,"비 오는 날 미니멀 라이프 대체 활동 vs 기존 습관, 어떤 것이 더 높을까",choose,vs
04-minimal-living-30일-미니멀-라이프-챌린지-설계-16,04-minimal-living,04,time-slot-16,30일 미니멀 라이프 챌린지 설계,"30일 미니멀 라이프 챌린지 설계 vs 종이 노트, 어떤 것이 더 좋을까",routine,vs
04-minimal-living-꾸준히-하는-미니멀-라이프-습관-17,04-minimal-living,04,seasonal-17,꾸준히 하는 미니멀 라이프 습관,"꾸준히 하는 미니멀 라이프 습관, 핵심 총정리",season,summary
04-minimal-living-계절-바뀔-때-미니멀-라이프-변화-18,04-minimal-living,04,life-change-18,계절 바뀔 때 미니멀 라이프 변화,"계절 바뀔 때 미니멀 라이프 변화, 꿀팁 모음",benefit,summary
04-closet-대학생-옷장의류-정리-시작법-01,04-closet,04,time-slot-01,대학생 옷장·의류 정리 시작법,"대학생 옷장·의류 정리 시작법, 최신 정리",routine,summary
04-closet-이사-후-새로-시작하는-옷장의류-정리-02,04-closet,04,first-step-02,이사 후 새로 시작하는 옷장·의류 정리,"이사 후 새로 시작하는 옷장·의류 정리 vs 종이 노트, 어떤 것이 더 좋을까",start,vs
04-closet-퇴근-후-10분-옷장의류-정리-루틴-03,04-closet,04,light-habit-03,퇴근 후 10분 옷장·의류 정리 루틴,"퇴근 후 10분 옷장·의류 정리 루틴 vs 기존 습관, 어떤 것이 더 좋을까",habit,vs
04-closet-주말만-하는-옷장의류-정리-플랜-04,04-closet,04,light-habit-04,주말만 하는 옷장·의류 정리 플랜,"주말만 하는 옷장·의류 정리 플랜 vs 메모 앱, 어떤 것이 더 좋을까",habit,vs
04-closet-sns에-올리는-옷장의류-정리-아이디어-05,04-closet,04,solo-05,SNS에 올리는 옷장·의류 정리 아이디어,SNS에 올리는 옷장·의류 정리 아이디어 | 꿀팁 모음,solo,pipe
04-closet-출근-전-5분-옷장의류-정리-06,04-closet,04,light-habit-06,출근 전 5분 옷장·의류 정리,"출근 전 5분 옷장·의류 정리, 알아두면 충분할까?",habit,ask
04-closet-1인-가구-옷장의류-정리-현실-팁-07,04-closet,04,one-month-07,1인 가구 옷장·의류 정리 현실 팁,"1인 가구 옷장·의류 정리 현실 팁, 꿀팁 모음",challenge,summary
04-closet-번아웃-올-때-옷장의류-정리-조절-08,04-closet,04,common-mistake-08,번아웃 올 때 옷장·의류 정리 조절,"번아웃 올 때 옷장·의류 정리 조절, 최신 정리",pitfall,summary
04-closet-비-오는-날-옷장의류-정리-대체-활동-09,04-closet,04,solo-09,비 오는 날 옷장·의류 정리 대체 활동,"비 오는 날 옷장·의류 정리 대체 활동, 완벽 가이드",solo,summary
04-closet-30일-옷장의류-정리-챌린지-설계-10,04-closet,04,common-mistake-10,30일 옷장·의류 정리 챌린지 설계,"30일 옷장·의류 정리 챌린지 설계, 핵심 총정리",pitfall,summary
04-closet-꾸준히-하는-옷장의류-정리-습관-11,04-closet,04,time-slot-11,꾸준히 하는 옷장·의류 정리 습관,"꾸준히 하는 옷장·의류 정리 습관, 최신 정리",routine,summary
04-closet-계절-바뀔-때-옷장의류-정리-변화-12,04-closet,04,one-month-12,계절 바뀔 때 옷장·의류 정리 변화,"계절 바뀔 때 옷장·의류 정리 변화, 초보자도 가능할까?",challenge,ask
04-closet-퇴사-후-옷장의류-정리-리셋-13,04-closet,04,solo-13,퇴사 후 옷장·의류 정리 리셋,"퇴사 후 옷장·의류 정리 리셋, 최신 정리",solo,summary
04-closet-20대-옷장의류-정리-입문-가이드-14,04-closet,04,solo-14,20대 옷장·의류 정리 입문 가이드,"20대 옷장·의류 정리 입문 가이드, 꿀팁 모음",solo,summary
04-closet-친구랑-함께하는-옷장의류-정리-15,04-closet,04,solo-15,친구랑 함께하는 옷장·의류 정리,"친구랑 함께하는 옷장·의류 정리, 초보자도 가능할까?",solo,ask
04-closet-새해-옷장의류-정리-목표-세우기-16,04-closet,04,seasonal-16,새해 옷장·의류 정리 목표 세우기,"새해 옷장·의류 정리 목표 세우기, 최신 정리",season,summary
04-closet-처음-옷장의류-정리-전에-확인할-것-17,04-closet,04,with-friend-17,처음 옷장·의류 정리 전에 확인할 것,"처음 옷장·의류 정리 전에 확인할 것 vs 종이 노트, 어떤 것이 더 좋을까",social,vs
04-closet-직장인-옷장의류-정리-시간-관리-18,04-closet,04,light-habit-18,직장인 옷장·의류 정리 시간 관리,"직장인 옷장·의류 정리 시간 관리 vs 기존 습관, 어떤 것이 더 좋을까",habit,vs
04-kitchen-organize-친구랑-함께하는-주방-정리-01,04-kitchen-organize,04,seasonal-01,친구랑 함께하는 주방 정리,친구랑 함께하는 주방 정리 | 꿀팁 모음,season,pipe
04-kitchen-organize-새해-주방-정리-목표-세우기-02,04-kitchen-organize,04,common-mistake-02,새해 주방 정리 목표 세우기,새해 주방 정리 목표 세우기 | 최신 정리,pitfall,pipe
04-kitchen-organize-처음-주방-정리-전에-확인할-것-03,04-kitchen-organize,04,compare-style-03,처음 주방 정리 전에 확인할 것,"처음 주방 정리 전에 확인할 것, 완벽 가이드",choose,summary
04-kitchen-organize-직장인-주방-정리-시간-관리-04,04-kitchen-organize,04,time-slot-04,직장인 주방 정리 시간 관리,"직장인 주방 정리 시간 관리 vs 메모 앱, 어떤 것이 더 좋을까",routine,vs
04-kitchen-organize-명절연휴-주방-정리-준비-05,04-kitchen-organize,04,light-habit-05,명절·연휴 주방 정리 준비,"명절·연휴 주방 정리 준비, 최신 정리",habit,summary
04-kitchen-organize-취미로-전환한-주방-정리-06,04-kitchen-organize,04,one-month-06,취미로 전환한 주방 정리,취미로 전환한 주방 정리 | 핵심 총정리,challenge,pipe
04-kitchen-organize-30대-주방-정리-후기-정리-07,04-kitchen-organize,04,compare-style-07,30대 주방 정리 후기 정리,30대 주방 정리 후기 정리 | 완벽 가이드,choose,pipe
04-kitchen-organize-혼자-하는-주방-정리-장단점-08,04-kitchen-organize,04,solo-08,혼자 하는 주방 정리 장단점,혼자 하는 주방 정리 장단점 | 완벽 가이드,solo,pipe
04-kitchen-organize-월급날-후-주방-정리-정리-09,04-kitchen-organize,04,solo-09,월급날 후 주방 정리 정리,"월급날 후 주방 정리 정리 vs 종이 노트, 어떤 것이 더 좋을까",solo,vs
04-kitchen-organize-부담-없이-시작하는-주방-정리-10,04-kitchen-organize,04,time-slot-10,부담 없이 시작하는 주방 정리,"부담 없이 시작하는 주방 정리, 알아두면 충분할까?",routine,ask
04-kitchen-organize-대학생-주방-정리-시작법-11,04-kitchen-organize,04,first-step-11,대학생 주방 정리 시작법,"대학생 주방 정리 시작법, 알아두면 충분할까?",start,ask
04-kitchen-organize-이사-후-새로-시작하는-주방-정리-12,04-kitchen-organize,04,first-step-12,이사 후 새로 시작하는 주방 정리,이사 후 새로 시작하는 주방 정리 | 초보자 총정리,start,pipe
04-kitchen-organize-퇴근-후-10분-주방-정리-루틴-13,04-kitchen-organize,04,solo-13,퇴근 후 10분 주방 정리 루틴,퇴근 후 10분 주방 정리 루틴 | 완벽 가이드,solo,pipe
04-kitchen-organize-주말만-하는-주방-정리-플랜-14,04-kitchen-organize,04,life-change-14,주말만 하는 주방 정리 플랜,"주말만 하는 주방 정리 플랜 vs 종이 노트, 어떤 것이 더 좋을까",benefit,vs
04-kitchen-organize-sns에-올리는-주방-정리-아이디어-15,04-kitchen-organize,04,solo-15,SNS에 올리는 주방 정리 아이디어,SNS에 올리는 주방 정리 아이디어 | 완벽 가이드,solo,pipe
04-kitchen-organize-출근-전-5분-주방-정리-16,04-kitchen-organize,04,seasonal-16,출근 전 5분 주방 정리,"출근 전 5분 주방 정리, 초보자도 가능할까?",season,ask
04-kitchen-organize-1인-가구-주방-정리-현실-팁-17,04-kitchen-organize,04,first-step-17,1인 가구 주방 정리 현실 팁,"1인 가구 주방 정리 현실 팁, 얼마나 걸릴까?",start,ask
04-kitchen-organize-번아웃-올-때-주방-정리-조절-18,04-kitchen-organize,04,common-mistake-18,번아웃 올 때 주방 정리 조절,"번아웃 올 때 주방 정리 조절, 핵심 총정리",pitfall,summary
04-small-space-1인-가구-좁은-집-정리-현실-팁-01,04-small-space,04,seasonal-01,1인 가구 좁은 집 정리 현실 팁,"1인 가구 좁은 집 정리 현실 팁 vs 메모 앱, 어떤 것이 더 좋을까",season,vs
04-small-space-번아웃-올-때-좁은-집-정리-조절-02,04-small-space,04,common-mistake-02,번아웃 올 때 좁은 집 정리 조절,"번아웃 올 때 좁은 집 정리 조절, 꿀팁 모음",pitfall,summary
04-small-space-비-오는-날-좁은-집-정리-대체-활동-03,04-small-space,04,first-step-03,비 오는 날 좁은 집 정리 대체 활동,"비 오는 날 좁은 집 정리 대체 활동, 초보자 총정리",start,summary
04-small-space-30일-좁은-집-정리-챌린지-설계-04,04-small-space,04,seasonal-04,30일 좁은 집 정리 챌린지 설계,"30일 좁은 집 정리 챌린지 설계, 완벽 가이드",season,summary
04-small-space-꾸준히-하는-좁은-집-정리-습관-05,04-small-space,04,with-friend-05,꾸준히 하는 좁은 집 정리 습관,"꾸준히 하는 좁은 집 정리 습관, 꿀팁 모음",social,summary
04-small-space-계절-바뀔-때-좁은-집-정리-변화-06,04-small-space,04,common-mistake-06,계절 바뀔 때 좁은 집 정리 변화,계절 바뀔 때 좁은 집 정리 변화 | 최신 정리,pitfall,pipe
04-small-space-퇴사-후-좁은-집-정리-리셋-07,04-small-space,04,one-month-07,퇴사 후 좁은 집 정리 리셋,"퇴사 후 좁은 집 정리 리셋, 알아두면 충분할까?",challenge,ask
04-small-space-20대-좁은-집-정리-입문-가이드-08,04-small-space,04,life-change-08,20대 좁은 집 정리 입문 가이드,"20대 좁은 집 정리 입문 가이드 vs 기존 습관, 어떤 것이 더 좋을까",benefit,vs
04-small-space-친구랑-함께하는-좁은-집-정리-09,04-small-space,04,time-slot-09,친구랑 함께하는 좁은 집 정리,"친구랑 함께하는 좁은 집 정리, 완벽 가이드",routine,summary
04-small-space-새해-좁은-집-정리-목표-세우기-10,04-small-space,04,solo-10,새해 좁은 집 정리 목표 세우기,"새해 좁은 집 정리 목표 세우기, 최신 정리",solo,summary
04-small-space-처음-좁은-집-정리-전에-확인할-것-11,04-small-space,04,common-mistake-11,처음 좁은 집 정리 전에 확인할 것,처음 좁은 집 정리 전에 확인할 것 | 최신 정리,pitfall,pipe
04-small-space-직장인-좁은-집-정리-시간-관리-12,04-small-space,04,light-habit-12,직장인 좁은 집 정리 시간 관리,"직장인 좁은 집 정리 시간 관리 vs 메모 앱, 어떤 것이 더 좋을까",habit,vs
04-small-space-명절연휴-좁은-집-정리-준비-13,04-small-space,04,light-habit-13,명절·연휴 좁은 집 정리 준비,"명절·연휴 좁은 집 정리 준비, 알아두면 충분할까?",habit,ask
04-small-space-취미로-전환한-좁은-집-정리-14,04-small-space,04,with-friend-14,취미로 전환한 좁은 집 정리,"취미로 전환한 좁은 집 정리, 얼마나 걸릴까?",social,ask
04-small-space-30대-좁은-집-정리-후기-정리-15,04-small-space,04,life-change-15,30대 좁은 집 정리 후기 정리,"30대 좁은 집 정리 후기 정리, 최신 정리",benefit,summary
04-small-space-혼자-하는-좁은-집-정리-장단점-16,04-small-space,04,common-mistake-16,혼자 하는 좁은 집 정리 장단점,"혼자 하는 좁은 집 정리 장단점, 꿀팁 모음",pitfall,summary
04-small-space-월급날-후-좁은-집-정리-정리-17,04-small-space,04,light-habit-17,월급날 후 좁은 집 정리 정리,"월급날 후 좁은 집 정리 정리, 얼마나 걸릴까?",habit,ask
04-small-space-부담-없이-시작하는-좁은-집-정리-18,04-small-space,04,solo-18,부담 없이 시작하는 좁은 집 정리,"부담 없이 시작하는 좁은 집 정리 vs 기존 습관, 어떤 것이 더 좋을까",solo,vs
04-capsule-1인-가구-캡슐소비-줄이기-현실-팁-01,04-capsule,04,seasonal-01,1인 가구 캡슐·소비 줄이기 현실 팁,"1인 가구 캡슐·소비 줄이기 현실 팁, 꿀팁 모음",season,summary
04-capsule-번아웃-올-때-캡슐소비-줄이기-조절-02,04-capsule,04,one-month-02,번아웃 올 때 캡슐·소비 줄이기 조절,"번아웃 올 때 캡슐·소비 줄이기 조절, 알아두면 충분할까?",challenge,ask
04-capsule-비-오는-날-캡슐소비-줄이기-대체-활동-03,04-capsule,04,with-friend-03,비 오는 날 캡슐·소비 줄이기 대체 활동,"비 오는 날 캡슐·소비 줄이기 대체 활동 vs 메모 앱, 어떤 것이 더 좋을까",social,vs
04-capsule-30일-캡슐소비-줄이기-챌린지-설계-04,04-capsule,04,life-change-04,30일 캡슐·소비 줄이기 챌린지 설계,"30일 캡슐·소비 줄이기 챌린지 설계, 핵심 총정리",benefit,summary
04-capsule-꾸준히-하는-캡슐소비-줄이기-습관-05,04-capsule,04,solo-05,꾸준히 하는 캡슐·소비 줄이기 습관,"꾸준히 하는 캡슐·소비 줄이기 습관 vs 기존 습관, 어떤 것이 더 좋을까",solo,vs
04-capsule-계절-바뀔-때-캡슐소비-줄이기-변화-06,04-capsule,04,first-step-06,계절 바뀔 때 캡슐·소비 줄이기 변화,"계절 바뀔 때 캡슐·소비 줄이기 변화, 체크리스트",start,summary
04-capsule-퇴사-후-캡슐소비-줄이기-리셋-07,04-capsule,04,common-mistake-07,퇴사 후 캡슐·소비 줄이기 리셋,퇴사 후 캡슐·소비 줄이기 리셋 | 핵심 총정리,pitfall,pipe
04-capsule-20대-캡슐소비-줄이기-입문-가이드-08,04-capsule,04,solo-08,20대 캡슐·소비 줄이기 입문 가이드,"20대 캡슐·소비 줄이기 입문 가이드 vs 기존 습관, 어떤 것이 더 좋을까",solo,vs
04-capsule-친구랑-함께하는-캡슐소비-줄이기-09,04-capsule,04,first-step-09,친구랑 함께하는 캡슐·소비 줄이기,"친구랑 함께하는 캡슐·소비 줄이기, 시작 가이드",start,summary
04-capsule-새해-캡슐소비-줄이기-목표-세우기-10,04-capsule,04,one-month-10,새해 캡슐·소비 줄이기 목표 세우기,"새해 캡슐·소비 줄이기 목표 세우기, 얼마나 걸릴까?",challenge,ask
04-capsule-처음-캡슐소비-줄이기-전에-확인할-것-11,04-capsule,04,solo-11,처음 캡슐·소비 줄이기 전에 확인할 것,"처음 캡슐·소비 줄이기 전에 확인할 것, 초보자도 가능할까?",solo,ask
04-capsule-직장인-캡슐소비-줄이기-시간-관리-12,04-capsule,04,common-mistake-12,직장인 캡슐·소비 줄이기 시간 관리,"직장인 캡슐·소비 줄이기 시간 관리, 핵심 총정리",pitfall,summary
04-capsule-명절연휴-캡슐소비-줄이기-준비-13,04-capsule,04,first-step-13,명절·연휴 캡슐·소비 줄이기 준비,"명절·연휴 캡슐·소비 줄이기 준비, 초보자 총정리",start,summary
04-capsule-취미로-전환한-캡슐소비-줄이기-14,04-capsule,04,compare-style-14,취미로 전환한 캡슐·소비 줄이기,"취미로 전환한 캡슐·소비 줄이기, 핵심 총정리",choose,summary
04-capsule-30대-캡슐소비-줄이기-후기-정리-15,04-capsule,04,first-step-15,30대 캡슐·소비 줄이기 후기 정리,30대 캡슐·소비 줄이기 후기 정리 | 시작 가이드,start,pipe
04-capsule-혼자-하는-캡슐소비-줄이기-장단점-16,04-capsule,04,time-slot-16,혼자 하는 캡슐·소비 줄이기 장단점,"혼자 하는 캡슐·소비 줄이기 장단점, 초보자도 가능할까?",routine,ask
04-capsule-월급날-후-캡슐소비-줄이기-정리-17,04-capsule,04,common-mistake-17,월급날 후 캡슐·소비 줄이기 정리,월급날 후 캡슐·소비 줄이기 정리 | 최신 정리,pitfall,pipe
04-capsule-부담-없이-시작하는-캡슐소비-줄이기-18,04-capsule,04,common-mistake-18,부담 없이 시작하는 캡슐·소비 줄이기,부담 없이 시작하는 캡슐·소비 줄이기 | 핵심 총정리,pitfall,pipe
04-before-after-출근-전-5분-정리-전후-01,04-before-after,04,first-step-01,출근 전 5분 정리 전후,출근 전 5분 정리 전후 | 초보자 총정리,start,pipe
04-before-after-1인-가구-정리-전후-현실-팁-02,04-before-after,04,life-change-02,1인 가구 정리 전후 현실 팁,1인 가구 정리 전후 현실 팁 | 꿀팁 모음,benefit,pipe
04-before-after-번아웃-올-때-정리-전후-조절-03,04-before-after,04,seasonal-03,번아웃 올 때 정리 전후 조절,"번아웃 올 때 정리 전후 조절, 알아두면 충분할까?",season,ask
04-before-after-비-오는-날-정리-전후-대체-활동-04,04-before-after,04,life-change-04,비 오는 날 정리 전후 대체 활동,"비 오는 날 정리 전후 대체 활동, 얼마나 걸릴까?",benefit,ask
04-before-after-30일-정리-전후-챌린지-설계-05,04-before-after,04,solo-05,30일 정리 전후 챌린지 설계,"30일 정리 전후 챌린지 설계, 초보자도 가능할까?",solo,ask
04-before-after-꾸준히-하는-정리-전후-습관-06,04-before-after,04,solo-06,꾸준히 하는 정리 전후 습관,꾸준히 하는 정리 전후 습관 | 핵심 총정리,solo,pipe
04-before-after-계절-바뀔-때-정리-전후-변화-07,04-before-after,04,common-mistake-07,계절 바뀔 때 정리 전후 변화,계절 바뀔 때 정리 전후 변화 | 완벽 가이드,pitfall,pipe
04-before-after-퇴사-후-정리-전후-리셋-08,04-before-after,04,compare-style-08,퇴사 후 정리 전후 리셋,"퇴사 후 정리 전후 리셋 vs 메모 앱, 어떤 것이 더 유리할까",choose,vs
04-before-after-20대-정리-전후-입문-가이드-09,04-before-after,04,first-step-09,20대 정리 전후 입문 가이드,20대 정리 전후 입문 가이드 | 시작 가이드,start,pipe
04-before-after-친구랑-함께하는-정리-전후-10,04-before-after,04,seasonal-10,친구랑 함께하는 정리 전후,친구랑 함께하는 정리 전후 | 최신 정리,season,pipe
04-before-after-새해-정리-전후-목표-세우기-11,04-before-after,04,with-friend-11,새해 정리 전후 목표 세우기,"새해 정리 전후 목표 세우기, 얼마나 걸릴까?",social,ask
04-before-after-처음-정리-전후-전에-확인할-것-12,04-before-after,04,light-habit-12,처음 정리 전후 전에 확인할 것,"처음 정리 전후 전에 확인할 것, 완벽 가이드",habit,summary
04-before-after-직장인-정리-전후-시간-관리-13,04-before-after,04,common-mistake-13,직장인 정리 전후 시간 관리,직장인 정리 전후 시간 관리 | 꿀팁 모음,pitfall,pipe
04-before-after-명절연휴-정리-전후-준비-14,04-before-after,04,with-friend-14,명절·연휴 정리 전후 준비,"명절·연휴 정리 전후 준비, 핵심 총정리",social,summary
04-before-after-취미로-전환한-정리-전후-15,04-before-after,04,time-slot-15,취미로 전환한 정리 전후,취미로 전환한 정리 전후 | 꿀팁 모음,routine,pipe
04-before-after-30대-정리-전후-후기-정리-16,04-before-after,04,compare-style-16,30대 정리 전후 후기 정리,"30대 정리 전후 후기 정리 vs 기존 습관, 어떤 것이 더 높을까",choose,vs
04-before-after-혼자-하는-정리-전후-장단점-17,04-before-after,04,first-step-17,혼자 하는 정리 전후 장단점,"혼자 하는 정리 전후 장단점, 초보자도 가능할까?",start,ask
04-before-after-월급날-후-정리-전후-정리-18,04-before-after,04,time-slot-18,월급날 후 정리 전후 정리,"월급날 후 정리 전후 정리 vs 기존 습관, 어떤 것이 더 좋을까",routine,vs
05-friends-계절-바뀔-때-친구지인-변화-01,05-friends,05,solo-01,계절 바뀔 때 친구·지인 변화,"계절 바뀔 때 친구·지인 변화, 얼마나 걸릴까?",solo,ask
05-friends-퇴사-후-친구지인-리셋-02,05-friends,05,one-month-02,퇴사 후 친구·지인 리셋,"퇴사 후 친구·지인 리셋, 알아두면 충분할까?",challenge,ask
05-friends-20대-친구지인-입문-가이드-03,05-friends,05,with-friend-03,20대 친구·지인 입문 가이드,"20대 친구·지인 입문 가이드, 초보자도 가능할까?",social,ask
05-friends-친구랑-함께하는-친구지인-04,05-friends,05,solo-04,친구랑 함께하는 친구·지인,"친구랑 함께하는 친구·지인, 꿀팁 모음",solo,summary
05-friends-새해-친구지인-목표-세우기-05,05-friends,05,compare-style-05,새해 친구·지인 목표 세우기,"새해 친구·지인 목표 세우기 vs 기존 습관, 어떤 것이 더 높을까",choose,vs
05-friends-처음-친구지인-전에-확인할-것-06,05-friends,05,seasonal-06,처음 친구·지인 전에 확인할 것,"처음 친구·지인 전에 확인할 것, 알아두면 충분할까?",season,ask
05-friends-직장인-친구지인-시간-관리-07,05-friends,05,common-mistake-07,직장인 친구·지인 시간 관리,직장인 친구·지인 시간 관리 | 핵심 총정리,pitfall,pipe
05-friends-명절연휴-친구지인-준비-08,05-friends,05,common-mistake-08,명절·연휴 친구·지인 준비,명절·연휴 친구·지인 준비 | 핵심 총정리,pitfall,pipe
05-friends-취미로-전환한-친구지인-09,05-friends,05,light-habit-09,취미로 전환한 친구·지인,"취미로 전환한 친구·지인, 초보자도 가능할까?",habit,ask
05-friends-30대-친구지인-후기-정리-10,05-friends,05,time-slot-10,30대 친구·지인 후기 정리,"30대 친구·지인 후기 정리 vs 기존 습관, 어떤 것이 더 좋을까",routine,vs
05-friends-혼자-하는-친구지인-장단점-11,05-friends,05,time-slot-11,혼자 하는 친구·지인 장단점,"혼자 하는 친구·지인 장단점, 최신 정리",routine,summary
05-friends-월급날-후-친구지인-정리-12,05-friends,05,time-slot-12,월급날 후 친구·지인 정리,월급날 후 친구·지인 정리 | 핵심 총정리,routine,pipe
05-friends-부담-없이-시작하는-친구지인-13,05-friends,05,one-month-13,부담 없이 시작하는 친구·지인,부담 없이 시작하는 친구·지인 | 완벽 가이드,challenge,pipe
05-friends-대학생-친구지인-시작법-14,05-friends,05,common-mistake-14,대학생 친구·지인 시작법,"대학생 친구·지인 시작법, 꿀팁 모음",pitfall,summary
05-friends-이사-후-새로-시작하는-친구지인-15,05-friends,05,with-friend-15,이사 후 새로 시작하는 친구·지인,"이사 후 새로 시작하는 친구·지인, 얼마나 걸릴까?",social,ask
05-friends-퇴근-후-10분-친구지인-루틴-16,05-friends,05,solo-16,퇴근 후 10분 친구·지인 루틴,퇴근 후 10분 친구·지인 루틴 | 꿀팁 모음,solo,pipe
05-friends-주말만-하는-친구지인-플랜-17,05-friends,05,solo-17,주말만 하는 친구·지인 플랜,"주말만 하는 친구·지인 플랜 vs 기존 습관, 어떤 것이 더 좋을까",solo,vs
05-friends-sns에-올리는-친구지인-아이디어-18,05-friends,05,time-slot-18,SNS에 올리는 친구·지인 아이디어,"SNS에 올리는 친구·지인 아이디어 vs 기존 습관, 어떤 것이 더 좋을까",routine,vs
05-workplace-꾸준히-하는-직장-관계-습관-01,05-workplace,05,with-friend-01,꾸준히 하는 직장 관계 습관,"꾸준히 하는 직장 관계 습관, 초보자도 가능할까?",social,ask
