l2_id,l1_code,l2_slug,name_ko,description,sort_order,model,generated_at
05-sports-health,05,sports-health,스포츠 건강,스포츠 관련 건강 및 부상,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
05-baseball-analysis,05,baseball-analysis,야구 분석,야구 경기 분석 및 전략,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
05-sports-event,05,sports-event,스포츠 이벤트,스포츠 이벤트 및 대회,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
05-overseas-soccer,05,overseas-soccer,해외축구,해외 축구 리그의 경기 분석과 선수 관련 소식을 다룹니다.,16,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-epl-analysis,05,epl-analysis,EPL 분석,잉글리시 프리미어리그의 경기 분석 및 팀 전략을 심층적으로 다룹니다.,17,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-champions-league-info,05,champions-league-info,챔스 정보,유럽 챔피언스리그의 경기 일정과 결과를 제공합니다.,18,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-world-cup,05,world-cup,월드컵,국제 축구 월드컵의 경기 분석 및 국가대표팀 소식을 다룹니다.,19,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-k-league,05,k-league,K리그,한국 프로 축구 리그의 경기 분석과 팀 소식을 전달합니다.,20,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-kbo-league,05,kbo-league,KBO 리그,한국 프로 야구 리그의 경기 분석과 팀 소식을 다룹니다.,21,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-mlb-info,05,mlb-info,MLB 정보,메이저 리그 야구의 경기 분석 및 팀 전략을 다룹니다.,22,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-nba-info,05,nba-info,NBA 정보,미국 프로 농구 리그의 경기 분석 및 팀 소식을 다룹니다.,23,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-golf-tournament,05,golf-tournament,골프 대회,주요 골프 대회의 일정 및 선수 성적 정보를 제공합니다.,24,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-olympics,05,olympics,올림픽,올림픽 경기 분석 및 국가대표팀의 소식을 다룹니다.,26,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-marathon,05,marathon,마라톤,마라톤 대회의 일정 및 참가 선수들의 성적을 다룹니다.,27,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-football-tactics,05,football-tactics,축구 전술,축구 경기 전략 및 팀 전술을 심층 분석합니다.,28,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-baseball-tactics,05,baseball-tactics,야구 전술,야구 경기 전략 및 팀 전술을 심층 분석합니다.,29,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-basketball-analysis,05,basketball-analysis,농구 분석,농구 경기 통계 및 팀 전략을 분석합니다.,30,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-volleyball-league,05,volleyball-league,배구 리그,배구 리그의 경기 일정 및 팀 순위 정보를 제공합니다.,31,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-martial-arts,05,martial-arts,격투기,격투기 경기 결과 및 선수 정보를 다룹니다.,32,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-ufc,05,ufc,UFC,UFC 경기 결과 및 선수 정보를 전문적으로 다룹니다.,33,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-sports-injury,05,sports-injury,스포츠 부상,스포츠 활동 중 발생하는 부상의 예방 및 치료 정보를 제공합니다.,34,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-player-transfer,05,player-transfer,선수 이적,스포츠 선수들의 이적 소식과 그에 따른 영향을 분석합니다.,35,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-sports-nutrition,05,sports-nutrition,스포츠 영양,스포츠 선수를 위한 영양 관리 및 식단 정보를 다룹니다.,36,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-football-youtube,05,football-youtube,축구 유튜브,축구 관련 유튜브 채널 및 영상 콘텐츠를 소개합니다.,37,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-stadium-tour,05,stadium-tour,경기장 투어,스포츠 경기장 방문 정보 및 투어 가이드를 제공합니다.,38,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-sports-viewing,05,sports-viewing,스포츠 시청,스포츠 경기 중계 시청 방법 및 가이드를 제공합니다.,39,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-soccer-goods,05,soccer-goods,축구 굿즈,축구 관련 상품 리뷰 및 구매 가이드를 제공합니다.,40,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-baseball-goods,05,baseball-goods,야구 굿즈,야구 관련 상품 리뷰 및 구매 가이드를 제공합니다.,41,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-sneaker-review,05,sneaker-review,운동화 리뷰,스포츠 및 일상용 운동화의 리뷰와 구매 정보를 다룹니다.,42,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-sports-travel,05,sports-travel,스포츠 여행,스포츠 관람을 목적으로 하는 여행지 추천 및 팁을 다룹니다.,43,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-korea-soccer,05,korea-soccer,축구 국가대표,한국 축구 국가대표팀의 경기 소식 및 분석을 다룹니다.,44,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-korea-baseball,05,korea-baseball,야구 국가대표,한국 야구 국가대표팀의 경기 소식 및 분석을 다룹니다.,45,scout+gemini,2026-06-05T07:20:10.657415+00:00
05-badminton,05,badminton,배드민턴,"생활체육 배드민턴 — 장비, 규칙, 동호회, 연습법.",97,claude_direct,2026-06-12T02:03:49.266222+00:00
05-golf-lesson-gear,05,golf-lesson-gear,골프 레슨·장비,"골프 입문 레슨과 클럽·용품. 복장은 04-골프웨어, 대회는 05-골프 대회 담당.",98,claude_direct,2026-06-12T02:03:49.266224+00:00
05-running-start,05,running-start,러닝 입문,"일상 러닝 입문 — 시작법, 러닝화, 코스, 크루. 대회·풀코스는 05-마라톤 담당.",99,claude_direct,2026-06-12T02:03:49.266226+00:00
05-swimming,05,swimming,수영,수영장 강습·영법·용품·에티켓. 바다 수상레저는 14 담당.,100,claude_direct,2026-06-12T02:03:49.266228+00:00
06-new-car-review,06,new-car-review,신차 리뷰,신차 정보 및 리뷰,1,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-used-car-buying,06,used-car-buying,중고차 구매,중고차 구매 팁 및 정보,2,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-ev-guide,06,ev-guide,전기차 가이드,전기차 정보 및 구매 가이드,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-maintenance,06,car-maintenance,자동차 정비,자동차 정비 및 수리 정보,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-insurance,06,car-insurance,자동차 보험,자동차 보험 정보 및 비교,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-vehicle-management,06,vehicle-management,차량 관리,차량 관리 팁 및 정보,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-driving-tips,06,driving-tips,운전 팁,안전 운전 팁 및 정보,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-comparison,06,car-comparison,자동차 비교,자동차 모델 비교 및 리뷰,8,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-news,06,car-news,자동차 뉴스,최신 자동차 뉴스 및 이슈,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-accessories,06,car-accessories,자동차 용품,자동차 용품 정보 및 리뷰,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-vehicle-safety,06,vehicle-safety,차량 안전,차량 안전 정보 및 팁,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-taxes,06,car-taxes,자동차 세금,자동차 세금 정보 및 절세 팁,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-financing,06,car-financing,자동차 금융,자동차 금융 정보 및 팁,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-travel,06,car-travel,자동차 여행,자동차 여행 정보 및 가이드,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-car-inspection,06,car-inspection,자동차 점검,자동차 점검 정보 및 팁,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
06-suv-guide,06,suv-guide,SUV 가이드,SUV 차종별 상세 정보와 구매 시 고려해야 할 핵심 가이드를 제공합니다.,16,scout+gemini,2026-06-05T07:19:20.049758+00:00
06-lightweight-car-guide,06,lightweight-car-guide,경차 가이드,경차의 경제적 혜택과 모델별 특징을 분석하여 구매 가이드를 제공합니다.,17,scout+gemini,2026-06-05T07:19:20.049758+00:00
06-import-car-guide,06,import-car-guide,수입차 가이드,수입차 브랜드별 특징과 구매 및 유지관리 노하우를 정리합니다.,18,scout+gemini,2026-06-05T07:19:20.049758+00:00
06-hybrid-car,06,hybrid-car,하이브리드 차,하이브리드 차량의 작동 원리와 모델별 연비 및 구매 정보를 제공합니다.,19,scout+gemini,2026-06-05T07:19:20.049758+00:00
06-beginner-driving,06,beginner-driving,초보 운전,초보 운전자를 위한 도로 주행 팁과 차량 조작법 및 안전 가이드를 다룹니다.,20,scout+gemini,2026-06-05T07:19:20.049758+00:00
06-long-distance-driving,06,long-distance-driving,장거리 운전,장거리 주행 전 차량 점검 사항과 피로 방지를 위한 운전 요령을 공유합니다.,21,scout+gemini,2026-06-05T07:19:20.049758+00:00
06-winter-driving,06,winter-driving,겨울 운전,혹한기 차량 관리법과 빙판길 안전 운전을 위한 필수 정보를 제공합니다.,22,scout+gemini,2026-06-05T07:19:20.049758+00:00
06-ev-charging,06,ev-charging,전기차 충전,전기차 충전 방법과 충전소 이용 팁을 상세히 안내합니다.,23,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-tire-maintenance,06,tire-maintenance,타이어 관리,타이어 공기압 점검부터 교체 시기까지 관리법을 다룹니다.,24,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-oil-change,06,oil-change,오일 교환,엔진오일 등 각종 자동차 오일의 교환 주기와 관리법을 설명합니다.,25,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-car-dashcam,06,car-dashcam,블랙박스,블랙박스 제품 선택 기준과 올바른 설치 및 관리법을 공유합니다.,26,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-car-navigation,06,car-navigation,내비게이션,내비게이션 기기 선택과 최신 업데이트 및 사용 팁을 제공합니다.,27,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-car-wash,06,car-wash,자동차 세차,셀프 세차부터 디테일링까지 자동차 세차 노하우를 소개합니다.,28,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-parking-tips,06,parking-tips,주차 팁,초보자를 위한 주차 공식과 안전한 주차 매너를 안내합니다.,29,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-fuel-efficiency,06,fuel-efficiency,연비 향상,경제적인 운전 습관을 통해 차량 연비를 높이는 방법을 공유합니다.,30,scout+gemini,2026-06-05T07:20:10.657415+00:00
06-car-odor-removal,06,car-odor-removal,차량 냄새 제거,차량 내 쾌적한 환경을 위한 냄새 제거 및 관리법을 소개합니다.,31,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-smartphone-review,07,smartphone-review,스마트폰 리뷰,스마트폰 성능·카메라·배터리 리뷰,1,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-ai-trend,07,ai-trend,AI 트렌드,인공지능 기술 동향 및 적용 사례,2,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-app-review,07,app-review,앱 리뷰,모바일 앱 기능·사용법·리뷰,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-pc-build-guide,07,pc-build-guide,PC 빌드 가이드,컴퓨터 조립·업그레이드 가이드,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-gadget-review,07,gadget-review,가젯 리뷰,스마트워치·이어폰·태블릿 리뷰,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-digital-trend,07,digital-trend,디지털 트렌드,최신 디지털 기술 및 트렌드 분석,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-it-news,07,it-news,IT 뉴스,IT 산업 최신 뉴스 및 이슈,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-iot,07,iot,사물인터넷,IoT 기술 및 적용 사례,8,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-blockchain,07,blockchain,블록체인,블록체인 기술 및 암호화폐 관련 글,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-software-review,07,software-review,소프트웨어 리뷰,유용한 소프트웨어 리뷰 및 사용법,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-hardware-review,07,hardware-review,하드웨어 리뷰,컴퓨터 하드웨어 성능·가격 비교,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-network-tips,07,network-tips,네트워크 팁,네트워크 설정·보안 관련 팁,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-security-issue,07,security-issue,보안 이슈,사이버 보안 위협 및 대응 방안,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-digital-security,07,digital-security,디지털 보안,디지털 보안 관련 팁 및 이슈,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
07-tablet-review,07,tablet-review,태블릿 리뷰,다양한 태블릿 제품의 성능 분석 및 사용 경험을 공유합니다.,16,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-laptop-review,07,laptop-review,노트북 리뷰,최신 노트북의 사양 비교와 실사용 성능을 상세히 리뷰합니다.,17,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-earphone-review,07,earphone-review,이어폰 리뷰,"유무선 이어폰의 음질, 착용감, 노이즈 캔슬링 성능을 평가합니다.",18,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-monitor-recommend,07,monitor-recommend,모니터 추천,용도별 최적의 모니터 제품을 선정하고 구매 가이드를 제공합니다.,19,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-router-recommend,07,router-recommend,공유기 추천,가정 및 사무실 환경에 적합한 고성능 공유기를 추천합니다.,20,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-keyboard-recommend,07,keyboard-recommend,키보드 추천,타건감과 기능성을 고려한 다양한 키보드 제품을 추천합니다.,21,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-mouse-recommend,07,mouse-recommend,마우스 추천,그립감과 정밀도를 중심으로 최신 마우스 제품을 비교합니다.,22,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-ssd-recommend,07,ssd-recommend,SSD 추천,저장 용량과 속도 효율이 뛰어난 SSD 제품을 비교 분석합니다.,24,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-smartwatch,07,smartwatch,스마트워치,스마트워치의 주요 기능과 건강 관리 활용법을 다룹니다.,25,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-portable-battery,07,portable-battery,충전·전원 기기,용량과 휴대성을 고려한 보조배터리 제품을 추천합니다.,27,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-bluetooth-speaker,07,bluetooth-speaker,블루투스 스피커,휴대성과 음질이 우수한 블루투스 스피커를 리뷰합니다.,28,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-printer-review,07,printer-review,프린터 추천,가정 및 업무용으로 적합한 프린터 제품을 분석합니다.,29,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-nas-review,07,nas-review,NAS 추천,개인용 및 기업용 NAS 구축을 위한 제품 정보를 제공합니다.,30,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-ai-utilization,07,ai-utilization,AI 활용,다양한 AI 도구를 실생활과 업무에 활용하는 방법을 소개합니다.,31,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-chatgpt-tips,07,chatgpt-tips,ChatGPT 팁,ChatGPT를 효율적으로 사용하기 위한 프롬프트와 팁을 공유합니다.,32,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-data-backup,07,data-backup,데이터 백업,소중한 데이터를 안전하게 보호하는 백업 솔루션을 안내합니다.,33,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-cloud-storage,07,cloud-storage,클라우드 저장,다양한 클라우드 서비스의 특징과 활용법을 비교합니다.,34,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-video-conference-tips,07,video-conference-tips,화상회의·웹캠,원활한 화상 회의를 위한 소프트웨어 설정과 에티켓을 다룹니다.,35,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-photo-editing-apps,07,photo-editing-apps,사진 보정 앱,전문적인 사진 보정을 돕는 다양한 앱을 리뷰하고 추천합니다.,36,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-smartphone-settings,07,smartphone-settings,스마트폰 설정,스마트폰을 더 편리하게 사용하기 위한 필수 설정 팁을 공유합니다.,37,scout+gemini,2026-06-05T07:20:10.657415+00:00
07-pc-optimization,07,pc-optimization,PC 최적화,PC 속도 향상과 시스템 관리를 위한 최적화 방법을 안내합니다.,38,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-skincare-routine,08,skincare-routine,스킨케어 루틴,스킨케어 단계별 방법 및 제품 추천,1,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-makeup-tutorial,08,makeup-tutorial,메이크업 튜토리얼,메이크업 단계별 방법 및 제품 추천,2,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-hair-care-tips,08,hair-care-tips,헤어 케어 팁,헤어 건강을 위한 케어 방법 및 제품 추천,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-beauty-product-review,08,beauty-product-review,뷰티 제품 리뷰,뷰티 제품 사용 후기 및 리뷰,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-treatment-review,08,treatment-review,시술 후기,뷰티 시술 후기 및 경험 공유,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-skin-type-care,08,skin-type-care,피부 타입별 케어,피부 타입별 맞춤형 케어 방법,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-cosmetic-ingredient-analysis,08,cosmetic-ingredient-analysis,화장품 성분 분석,화장품 성분 분석 및 추천,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-beauty-trend,08,beauty-trend,뷰티 트렌드,현재 뷰티 트렌드 및 이슈,8,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-makeup-product-recommendation,08,makeup-product-recommendation,메이크업 제품 추천,메이크업 제품 추천 및 리뷰,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-hair-styling-tips,08,hair-styling-tips,헤어 스타일링 팁,헤어 스타일링 방법 및 팁,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-skincare-product-recommendation,08,skincare-product-recommendation,스킨케어 제품 추천,스킨케어 제품 추천 및 리뷰,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-beauty-tips,08,beauty-tips,뷰티 팁,뷰티 관련 팁 및 노하우,12,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-treatment-information,08,treatment-information,시술 정보,뷰티 시술 정보 및 후기,13,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-hair-product-review,08,hair-product-review,헤어 제품 리뷰,헤어 제품 사용 후기 및 리뷰,14,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-makeup-art,08,makeup-art,메이크업 아트,메이크업 아트 및 디자인,15,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
08-acne-care,08,acne-care,여드름 케어,여드름 예방 및 치료 방법과 관련 제품을 체계적으로 소개합니다.,16,scout+gemini,2026-06-05T07:04:38.671091+00:00
08-pore-care,08,pore-care,모공 케어,모공 축소 및 피지 관리법과 효과적인 제품을 추천합니다.,17,scout+gemini,2026-06-05T07:04:38.671091+00:00
08-wrinkle-care,08,wrinkle-care,주름 케어,안티에이징을 위한 주름 예방 및 개선 방법과 제품을 다룹니다.,18,scout+gemini,2026-06-05T07:04:38.671091+00:00
08-mens-beauty,08,mens-beauty,남성 뷰티,남성 피부 관리법과 그루밍 제품 정보를 제공합니다.,19,scout+gemini,2026-06-05T07:04:38.671091+00:00
08-nail-care,08,nail-care,네일 케어,손톱 관리법과 네일 제품 및 디자인 트렌드를 소개합니다.,20,scout+gemini,2026-06-05T07:04:38.671091+00:00
08-skin-whitening-care,08,skin-whitening-care,미백 케어,피부 톤 개선을 위한 미백 기능성 제품 리뷰 및 관리법을 다룹니다.,21,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-skin-elasticity-care,08,skin-elasticity-care,탄력 케어,피부 탄력 증진을 위한 안티에이징 제품 및 홈케어 방법을 소개합니다.,22,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-skin-dryness-care,08,skin-dryness-care,속건조 케어,피부 속당김 해결을 위한 고보습 제품 및 수분 충전 루틴을 공유합니다.,23,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-sensitive-skin-care,08,sensitive-skin-care,민감성 피부,자극에 예민한 피부를 위한 저자극 제품 추천 및 진정 케어법을 다룹니다.,24,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-oily-skin-care,08,oily-skin-care,지성 피부,과도한 피지 조절을 위한 지성 피부 전용 제품 및 관리법을 소개합니다.,25,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-dry-skin-care,08,dry-skin-care,건성 피부,건조한 피부를 위한 유수분 밸런스 제품 및 보습 관리법을 다룹니다.,26,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-combination-skin-care,08,combination-skin-care,복합성 피부,부위별 유수분 차이가 큰 복합성 피부를 위한 맞춤형 케어법을 공유합니다.,27,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-skin-redness-care,08,skin-redness-care,홍조 케어,얼굴 홍조 완화를 위한 진정 제품 및 생활 습관 관리법을 다룹니다.,28,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-dark-circle-care,08,dark-circle-care,다크서클 케어,눈가 칙칙함을 개선하기 위한 아이케어 제품 및 관리 팁을 소개합니다.,29,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-teenage-skin-care,08,teenage-skin-care,10대 피부,10대 학생 피부를 위한 순한 제품 추천 및 기초 관리법을 소개합니다.,30,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-twenties-skin-care,08,twenties-skin-care,20대 피부,20대 피부 고민에 맞춘 제품 리뷰 및 관리 루틴을 다룹니다.,31,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-30s-skin-care,08,30s-skin-care,30대 피부,30대부터 시작하는 안티에이징 관리 및 제품 추천을 공유합니다.,32,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-40s-skin-care,08,40s-skin-care,40대 피부,40대 피부 노화 방지를 위한 집중 관리법 및 제품을 소개합니다.,33,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-pregnancy-beauty,08,pregnancy-beauty,임산부 뷰티,임산부도 안심하고 사용할 수 있는 성분 중심의 뷰티 제품을 추천합니다.,34,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-lip-care,08,lip-care,립 케어,"건조한 입술을 위한 립밤, 립 스크럽 제품 및 관리법을 다룹니다.",35,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-body-care,08,body-care,바디 케어,"전신 피부 건강을 위한 바디 워시, 로션 및 스크럽 제품을 추천합니다.",36,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-exfoliation,08,exfoliation,각질 제거,피부 타입별 올바른 각질 제거 방법과 제품을 소개합니다.,37,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-sunscreen,08,sunscreen,선크림,자외선 차단을 위한 선크림 선택 가이드 및 사용법을 다룹니다.,38,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-cleansing,08,cleansing,클렌징,피부 타입별 올바른 세안법과 클렌징 제품을 추천합니다.,39,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-face-mask-recommendation,08,face-mask-recommendation,팩 추천,"마스크팩, 워시오프팩 등 피부 고민별 팩 제품을 추천합니다.",40,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-summer-skincare-tips,08,summer-skincare-tips,여름 스킨케어,여름철 자외선과 열로부터 피부를 보호하는 관리법을 소개합니다.,42,scout+gemini,2026-06-05T07:20:10.657415+00:00
08-winter-skincare-tips,08,winter-skincare-tips,겨울 스킨케어,겨울철 건조함으로부터 피부를 지키는 고보습 관리법을 다룹니다.,43,scout+gemini,2026-06-05T07:20:10.657415+00:00
09-seoul-food,09,seoul-food,서울 맛집,서울 지역 맛집 추천 및 리뷰,1,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-cafe-recommend,09,cafe-recommend,카페 추천,인기 카페 소개 및 방문 후기,2,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-busan-food,09,busan-food,부산 맛집,부산 지역 맛집 추천 및 리뷰,3,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-date-course,09,date-course,데이트 코스,로맨틱한 데이트 코스 추천,4,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-gyeonggi-food,09,gyeonggi-food,경기도 맛집,경기도 지역 맛집 추천 및 리뷰,5,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-solo-food,09,solo-food,혼밥 맛집,혼자서도 즐거운 식사,6,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-daegu-food,09,daegu-food,대구 맛집,대구 지역 맛집 추천 및 리뷰,7,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-brunch-cafe,09,brunch-cafe,브런치 카페,아침과 점심 사이의 완벽한 식사,8,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-daejeon-food,09,daejeon-food,대전 맛집,대전 지역 맛집 추천 및 리뷰,9,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-night-view-food,09,night-view-food,야경 맛집,야경이 아름다운 맛집 추천,10,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
09-incheon-food,09,incheon-food,인천 맛집,인천 지역 맛집 추천 및 리뷰,11,meta-llama/llama-4-scout-17b-16e-instruct,2026-06-01T08:38:31.955175+00:00
