l3_id,l2_id,l1_code,l3_slug,focus_keyword,title_ko,search_intent,topic_angle,description,model,generated_at,tier,quality_score,drop_reason,pilot_phase,l1_name_ko,l2_name_ko,seo_priority,pick_rank
09-seoul-food-seongsu-brunch-course,09-seoul-food,09,seongsu-brunch-course,성수동 브런치 코스,성수동에서 인기 있는 브런치 코스 추천,info,local,성수동에서 인기 있는 브런치 코스를 추천합니다,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,90,,1,맛집/카페,서울 맛집,S,10
09-seoul-food-hongdae-club-entry-fee,09-seoul-food,09,hongdae-club-entry-fee,홍대 클럽 입장료 비교,홍대 클럽 입장료 비교 가이드,compare,local,홍대 클럽의 입장료와 프로모션 비교,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,서울 맛집,S,11
09-seoul-food-namsan-night-cafe,09-seoul-food,09,namsan-night-cafe,서울 남산 야경 볼 수 있는 카페,서울 남산 야경 볼 수 있는 카페 추천 5선 | 로맨틱한 밤,compare,local,남산 야경을 볼 수 있는 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,서울 맛집,S,12
09-seoul-food-seoul-night-cafe,09-seoul-food,09,seoul-night-cafe,서울 시내 야경 카페,서울 시내 야경 카페 추천 7선 | 로맨틱한 분위기,compare,local,서울 시내에서 야경을 볼 수 있는 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,서울 맛집,S,13
09-seoul-food-dongdaemun-night-food,09-seoul-food,09,dongdaemun-night-food,동대문 야시장 먹거리 추천,동대문 야시장 먹거리 추천 10선 | 야간 먹거리 가이드,compare,local,동대문 야시장에서 추천하는 먹거리 리스트,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,80,,1,맛집/카페,서울 맛집,S,14
09-seoul-food-cheongdam-beef-restaurant,09-seoul-food,09,cheongdam-beef-restaurant,서울 청담동 한우 맛집,서울 청담동 한우 맛집 5선 | 프리미엄 고기 집,review,local,청담동에서 한우를 잘 구워주는 맛집 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,서울 맛집,S,15
09-busan-food-bukgu-vegan-cafe,09-busan-food,09,bukgu-vegan-cafe,부산 북구 비건 카페,부산 북구 비건·채식주의자 추천 카페와 음식점,info,local,북구에서 비건과 채식주의자들이 즐길 수 있는 카페와 음식점을 안내합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,1
09-busan-food-bukyeongdae-cafe,09-busan-food,09,bukyeongdae-cafe,부산 부경대 근처 카페,부경대 근처 카페 추천과 공부하기 좋은 장소,info,local,부경대학교 근처 카페 리스트와 학생 할인 정보,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,2
09-busan-food-busan-bukyung-night-cafe,09-busan-food,09,busan-bukyung-night-cafe,부산 부경대 근처 밤 카페,부산 부경대 근처 밤에 갈 수 있는 카페,review,local,부경대 근처에서 밤에 갈 수 있는 카페를 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,3
09-busan-food-busan-dongbaek-korean,09-busan-food,09,busan-dongbaek-korean,부산 동백섬 한식 맛집,부산 동백섬 한식 맛집 추천,review,local,동백섬에서 한식을 맛있게 먹을 수 있는 맛집을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,4
09-busan-food-busan-dongrae-ramen,09-busan-food,09,busan-dongrae-ramen,부산 동래구 라면 맛집,"부산 동래구 핵심 라면 맛집, 현지인 추천 순위",info,review,동래구에서만 즐길 수 있는 라면 맛집들,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,5
09-busan-food-busan-dongrae-sungjudo,09-busan-food,09,busan-dongrae-sungjudo,부산 동래구 돔산 성주동 맛집,부산 동래구 돔산 성주동 맛집 추천,review,local,부산 동래구 돔산 성주동에서 맛있는 음식집을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,6
09-busan-food-busan-geumjeong-burger,09-busan-food,09,busan-geumjeong-burger,부산 금정구 수제버거 맛집,"부산 금정구 수제버거 맛집 추천, 맛있는 버거 고르기",info,local,"금정구 수제버거 맛집, 맛있는 버거 고르기",mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,7
09-busan-food-busan-gijang-galbitang,09-busan-food,09,busan-gijang-galbitang,부산 기장군 매운 갈비탕 맛집,부산 기장군 매운 갈비탕 맛집 추천,review,local,기장군에서 매운 갈비탕을 맛있게 먹을 수 있는 맛집을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,8
09-busan-food-busan-gijang-seafood-grill,09-busan-food,09,busan-gijang-seafood-grill,부산 기장군 해산물 구이 맛집,"부산 기장군 해산물 구이 맛집, 신선한 재료로",info,local,기장군에서만 맛볼 수 있는 해산물 구이,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,9
09-busan-food-busan-haeundae-brunch,09-busan-food,09,busan-haeundae-brunch,부산 해운대 브런치 카페,"부산 해운대 브런치 카페 추천, 인스타 감성 있는 곳",info,local,해운대 지역 최신 브런치 카페 리스트,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,10
09-busan-food-busan-haeundae-burger,09-busan-food,09,busan-haeundae-burger,부산 해운대 수제버거 맛집,"부산 해운대 수제버거 맛집, 현지인 추천",review,local,해운대에서 현지인들이爱的 수제버거 맛집을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,11
09-busan-food-busan-haeundae-honghwe,09-busan-food,09,busan-haeundae-honghwe,부산 해운대 홍어 회 맛집,"부산 해운대 홍어 회 맛집 추천, 신선한 재료로",info,review,해운대에서만 즐길 수 있는 홍어 회 맛집,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,78,,1,맛집/카페,부산 맛집,S,12
09-cafe-recommend-cafe-for-beer,09-cafe-recommend,09,cafe-for-beer,카페에서 맥주 마시기,맥주 맛집 카페 추천,howto,howto,맥주 맛집 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,1
09-cafe-recommend-cafe-for-breakfast,09-cafe-recommend,09,cafe-for-breakfast,카페에서 아침 먹기,아침 먹기 좋은 카페 추천,howto,howto,아침 먹기 좋은 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,2
09-cafe-recommend-cafe-for-brunch,09-cafe-recommend,09,cafe-for-brunch,카페에서 브런치 먹기,브런치 먹기 좋은 카페 추천,howto,howto,브런치 먹기 좋은 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,3
09-cafe-recommend-cafe-for-cocktail,09-cafe-recommend,09,cafe-for-cocktail,카페에서 칵테일 마시기,칵테일 맛집 카페 추천,howto,howto,칵테일 맛집 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,4
09-cafe-recommend-cafe-for-coffee,09-cafe-recommend,09,cafe-for-coffee,카페에서 커피 마시기,커피 맛집 카페 추천,howto,howto,커피 맛집 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,5
09-cafe-recommend-cafe-for-dessert,09-cafe-recommend,09,cafe-for-dessert,카페에서 디저트 먹기,디저트 먹기 좋은 카페 추천,howto,howto,디저트 먹기 좋은 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,6
09-cafe-recommend-cafe-for-dinner,09-cafe-recommend,09,cafe-for-dinner,카페에서 저녁 먹기,저녁 먹기 좋은 카페 추천,howto,howto,저녁 먹기 좋은 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,7
09-cafe-recommend-cafe-for-drink,09-cafe-recommend,09,cafe-for-drink,카페에서 음료 마시기,음료 맛집 카페 추천,howto,howto,음료 맛집 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,8
09-cafe-recommend-cafe-for-juice,09-cafe-recommend,09,cafe-for-juice,카페에서 주스 마시기,주스 맛집 카페 추천,howto,howto,주스 맛집 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,9
09-cafe-recommend-cafe-for-lunch,09-cafe-recommend,09,cafe-for-lunch,카페에서 점심 먹기,점심 먹기 좋은 카페 추천,howto,howto,점심 먹기 좋은 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,10
09-cafe-recommend-cafe-for-mood,09-cafe-recommend,09,cafe-for-mood,카페에서 분위기 내기,분위기 좋은 카페 추천,howto,howto,분위기 좋은 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,11
09-cafe-recommend-cafe-for-photo,09-cafe-recommend,09,cafe-for-photo,카페에서 사진 찍기,사진 찍기 좋은 카페 추천,howto,howto,사진 찍기 좋은 카페 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,카페 추천,S,12
09-solo-food-gwangju-donggu-alone-korean-style,09-solo-food,09,gwangju-donggu-alone-korean-style,혼밥 맛집 광주 동구 한정식,혼밥 맛집 광주 동구 한정식 추천과 예약 방법,howto,local,광주 동구에서 혼자서도 즐길 수 있는 한정식 맛집.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,혼밥 맛집,S,1
09-solo-food-seoul-hongdae-alone-korean-style,09-solo-food,09,seoul-hongdae-alone-korean-style,혼밥 한식집 서울 홍대 한정식,혼밥 한식집 서울 홍대 한정식 추천과 예약 방법,howto,local,서울 홍대에서 혼자서도 즐길 수 있는 한정식 맛집.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,혼밥 맛집,S,2
09-solo-food-solo-meal-recipe,09-solo-food,09,solo-meal-recipe,혼밥 메뉴 추천는 레시피,혼밥 메뉴 추천과 간단한 레시피,howto,howto,혼밥을 할 때 도움을 줄 수 있는 메뉴와 레시피 추천입니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,혼밥 맛집,S,3
09-solo-food-honbap-menu-recipe,09-solo-food,09,honbap-menu-recipe,혼밥 메뉴 추천 레시피,혼밥 메뉴 추천과 간단한 레시피 공유,info,howto,혼밥에 좋은 메뉴와 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,90,,1,맛집/카페,혼밥 맛집,S,4
09-solo-food-seoul-yongsan-korean-food,09-solo-food,09,seoul-yongsan-korean-food,혼밥 맛집 서울 용산구 한식,혼밥 맛집 서울 용산구 한식 추천 및 예약팁,review,local,용산구에서 혼밥하기 좋은 한식 맛집 정보를 제공합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,90,,1,맛집/카페,혼밥 맛집,S,5
09-solo-food-daegu-dalseo-alone-korean-street-food,09-solo-food,09,daegu-dalseo-alone-korean-street-food,혼밥 가능한 분식집 대구 달서구,혼밥 가능한 분식집 대구 달서구 추천과 가격 비교,compare,local,대구 달서구에서 혼밥에 적합한 분식집 비교와 추천.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,혼밥 맛집,S,6
09-solo-food-gwangju-donggu-alone-korean-street-food,09-solo-food,09,gwangju-donggu-alone-korean-street-food,혼밥 가능한 분식집 광주 동구,혼밥 가능한 분식집 광주 동구 추천과 메뉴 비교,compare,local,광주 동구에서 혼밥에 적합한 분식집 비교와 추천.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,혼밥 맛집,S,7
09-solo-food-honbap-etiquette,09-solo-food,09,honbap-etiquette,혼밥 음식 외식 예절,혼밥 외식 시 지켜야 할 예절 3가지,howto,tip,혼밥 시 알아두면 좋은 예절 팁,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,혼밥 맛집,S,8
09-solo-food-itaewon-alone-western-restaurant,09-solo-food,09,itaewon-alone-western-restaurant,혼밥 가능한 이태원 양식집,혼밥 가능한 이태원 양식집 추천과 가격 대비,compare,local,이태원에서 혼자서도 즐길 수 있는 양식집 비교.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,혼밥 맛집,S,9
09-solo-food-solo-dining-etiquette,09-solo-food,09,solo-dining-etiquette,혼밥외식 예절 가이드,"혼밥 외식 예절 가이드, 혼자서도 매너 있게",howto,howto,혼밥을 할 때 필요한 예절과 팁을 알려드립니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,84,,1,맛집/카페,혼밥 맛집,S,10
09-date-course-jeju-halla-mountain-date,09-date-course,09,jeju-halla-mountain-date,제주도 한라산 데이트 코스,제주도 한라산에서 즐기는 데이트 코스,howto,local,한라산에서 자연과 함께하는 제주도 데이트 코스,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,데이트 코스,A,1
09-date-course-seoul-gangnam-romantic-date,09-date-course,09,seoul-gangnam-romantic-date,서울 강남 로맨틱 데이트,강남역에서 로맨틱한 데이트 코스 추천,howto,local,강남역 인근에서 즐기는 로맨틱한 데이트 코스,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,데이트 코스,A,2
09-date-course-seoul-han-river-date,09-date-course,09,seoul-han-river-date,서울 한강 데이트 코스,서울 한강에서 즐기는 로맨틱한 데이트 코스,howto,local,한강에서 즐기는 로맨틱한 서울 데이트 코스,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,데이트 코스,A,3
09-date-course-seoul-instagram-worthy-date,09-date-course,09,seoul-instagram-worthy-date,서울 인스타그램worthy 데이트 코스,서울에서 인스타그램에 올릴 만한 데이트 코스,compare,local,인스타그램에 올릴 만한 사진썸 코스로 구성된 서울 데이트 코스,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,데이트 코스,A,4
09-date-course-seoul-popular-date,09-date-course,09,seoul-popular-date,서울 인기 데이트 코스,서울에서 인기 있는 데이트 코스 추천,compare,local,서울에서 인기 있는 데이트 코스 추천,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,데이트 코스,A,5
09-date-course-winter-seoul-date,09-date-course,09,winter-seoul-date,겨울 서울 데이트 코스,겨울철 서울에서 즐기는 데이트 코스,howto,local,추운 겨울날 서울에서 즐기는 데이트 코스,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,맛집/카페,데이트 코스,A,6
09-date-course-beach-date-course,09-date-course,09,beach-date-course,해변 데이트 코스,해변에서 즐길 수 있는 로맨틱한 데이트 코스,info,local,해변에서 즐길 수 있는 로맨틱한 데이트 코스,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,90,,1,맛집/카페,데이트 코스,A,7
09-date-course-best-value-date-course,09-date-course,09,best-value-date-course,가성비 데이트 코스,예산 적게 들고 추천하는 데이트 코스,info,start,예산 적게 들면서도 추천하는 데이트 코스,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,90,,1,맛집/카페,데이트 코스,A,8
10-korean-recipe-beginner-korean-food-recipe,10-korean-recipe,10,beginner-korean-food-recipe,한식 레시피 초보자를 위한 기본 조리법,초보자도 쉽게 따라할 수 있는 한식 기본 조리법,howto,start,한식 재료와 조리법에 대한 기본 가이드,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,1
10-korean-recipe-bibimbap-recipe,10-korean-recipe,10,bibimbap-recipe,한식 비빔밥 레시피,전통 비빔밥 레시피와 다양한 토핑 조합,howto,howto,비빔밥 기본 레시피와 다양한 토핑 조합,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,2
10-korean-recipe-doenjang-guk-recipe,10-korean-recipe,10,doenjang-guk-recipe,한식 된장국 레시피,된장국 레시피와 건강한 재료 조합,howto,howto,된장국 기본 레시피와 건강한 재료 조합,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,3
10-korean-recipe-doenjang-jjigae-recipe,10-korean-recipe,10,doenjang-jjigae-recipe,한식 된장찌개 레시피,된장찌개 레시피와 건강한 재료 조합,howto,howto,된장찌개 기본 레시피와 건강한 재료 조합,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,4
10-korean-recipe-doenjang-jjigae-recipe-2,10-korean-recipe,10,doenjang-jjigae-recipe-2,한식 된장전골 레시피,된장전골 레시피와 다양한 재료 조합,howto,howto,된장전골 기본 레시피와 다양한 재료 조합,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,5
10-korean-recipe-doenjang-tang-recipe,10-korean-recipe,10,doenjang-tang-recipe,한식 된장탕 레시피,된장탕 레시피와 건강한 재료 조합,howto,howto,된장탕 기본 레시피와 건강한 재료 조합,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,6
10-korean-recipe-easy-korean-side-dish,10-korean-recipe,10,easy-korean-side-dish,한식 반찬 레시피 간편하고 건강한,간편한 한식 반찬 레시피로 건강한 식탁 만들기,howto,tip,바쁜 날에도 쉽게 만들어 먹는 한식 반찬 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,7
10-korean-recipe-hanstyle-bibimnamul,10-korean-recipe,10,hanstyle-bibimnamul,한식 비빔나물 레시피,간편하고 건강한 한식 비빔나물 레시피,howto,howto,간편하게 만들 수 있는 건강한 한식 비빔나물 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,8
10-korean-recipe-hanstyle-dak-aritdori,10-korean-recipe,10,hanstyle-dak-aritdori,한식 아랫도리 닭 레시피,한식 아랫도리 닭 요리 레시피 및 조리 팁,howto,howto,한식으로 즐기는 아랫도리 닭 레시피 정보를 제공합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,9
10-korean-recipe-hanstyle-dambaek-guk,10-korean-recipe,10,hanstyle-dambaek-guk,한식 담백한 국 레시피,한식 담백한 국 레시피와 건강한 조리법,howto,howto,담백하면서도 건강한 한식 국 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,10
10-korean-recipe-hanstyle-dolsol-gukso,10-korean-recipe,10,hanstyle-dolsol-gukso,한식 돌솔 국수 레시피,전통적인 한식 돌솔 국수 레시피와 조리법,howto,howto,전통적인 한식 돌솔 국수 레시피와 조리법을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,11
10-korean-recipe-hanstyle-dubu-menu,10-korean-recipe,10,hanstyle-dubu-menu,한식 두부 메뉴 레시피,간편한 한식 두부 요리 레시피와 조리법,howto,howto,간편하게 만들 수 있는 다양한 한식 두부 요리 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,12
10-korean-recipe-hanstyle-hanjeongsik,10-korean-recipe,10,hanstyle-hanjeongsik,한식 색다른 한정식 레시피,특별한 날에 즐기는 한식 한정식 레시피,howto,tip,특별한 날에 즐기는 한식 한정식 레시피와 조리 팁,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,13
10-korean-recipe-hanstyle-kimjang,10-korean-recipe,10,hanstyle-kimjang,한식 김장 레시피,전통적인 한식 김장 레시피와 김장 팁,howto,howto,전통적인 한식 김장 레시피와 김장 팁을 제공합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,14
10-korean-recipe-hanstyle-meomiljuk,10-korean-recipe,10,hanstyle-meomiljuk,한식 메밀죽 레시피,건강한 한식 메밀죽 레시피와 조리법,howto,howto,건강한 한식 메밀죽 레시피와 조리법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,한식 레시피,S,15
10-cooking-tips-beginner-bread-recipe,10-cooking-tips,10,beginner-bread-recipe,빵 만들기 초보자,빵을 처음 만드는 초보자를 위한 팁과 레시피,howto,howto,빵 만들기 초보자 위한 단계별 가이드,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,1
10-cooking-tips-beginner-salt-using-tips,10-cooking-tips,10,beginner-salt-using-tips,초보자를 위한 소금 사용법,요리 초보자를 위한 소금 사용법과 팁,howto,howto,초보자도 쉽게 따라할 수 있는 소금 사용법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,2
10-cooking-tips-delicious-kimchi-jjigae,10-cooking-tips,10,delicious-kimchi-jjigae,김치찌개 잘 끓이는법,김치찌개 잘 끓이는 비결과 맛있는 레시피,howto,howto,김치찌개를 맛있게 끓이는 비결과 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,3
10-cooking-tips-easy-kimchi-stew-recipe,10-cooking-tips,10,easy-kimchi-stew-recipe,간편한 김치찌개 레시피,간편하고 맛있는 김치찌개 레시피와 팁,howto,howto,간편하고 맛있는 김치찌개 만드는 법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,4
10-cooking-tips-easy-korean-fried-rice,10-cooking-tips,10,easy-korean-fried-rice,간편한 한식 볶음밥 레시피,5분 만에 완성하는 간편한 한식 볶음밥 레시피,howto,howto,간편한 재료로 만드는 한식 볶음밥 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,5
10-cooking-tips-healthy-korean-soup-recipe,10-cooking-tips,10,healthy-korean-soup-recipe,건강한 한식 수프 레시피,건강한 한식 수프 만드는 간단한 레시피,howto,howto,간편한 재료로 만드는 건강한 한식 수프,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,6
10-cooking-tips-how-to-grill-meat-tasty,10-cooking-tips,10,how-to-grill-meat-tasty,어떻게 구워야 할까 고기,고기 구워지는 법과 맛있게 구우는 방법,howto,howto,구워지는 고기 요리를 위한 팁,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,7
10-cooking-tips-how-to-prepare-ingredients,10-cooking-tips,10,how-to-prepare-ingredients,재료 손질하는 법,요리 재료 손질하는 법과 팁,howto,howto,재료 손질하는 방법을 배워보자.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,8
10-cooking-tips-korean-bread-recipe,10-cooking-tips,10,korean-bread-recipe,한식 빵 레시피,간편한 재료로 만드는 한식 빵 레시피,howto,howto,간편한 재료로 만드는 한식 빵,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,9
10-cooking-tips-korean-brunch-recipe,10-cooking-tips,10,korean-brunch-recipe,한식 브런치 레시피,간편한 재료로 만드는 한식 브런치 레시피,howto,howto,간편한 재료로 만드는 한식 브런치,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,10
10-cooking-tips-korean-dessert-recipe,10-cooking-tips,10,korean-dessert-recipe,한식 디저트 레시피,간편한 재료로 만드는 한식 디저트 레시피,howto,howto,간편한 재료로 만드는 한식 디저트,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,11
10-cooking-tips-korean-kimchi-dumpling-recipe,10-cooking-tips,10,korean-kimchi-dumpling-recipe,한식 김치만두 레시피,간편한 재료로 만드는 한식 김치만두 레시피,howto,howto,간편한 재료로 만드는 한식 김치만두,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,요리 팁,S,12
10-baking-guide-almond-powder-baking,10-baking-guide,10,almond-powder-baking,베이킹용 아몬드 파우더 활용법,베이킹용 아몬드 파우더 활용법과 레시피,howto,howto,아몬드 파우더를 활용한 베이킹 방법을 소개합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,1
10-baking-guide-baking-butter-tips,10-baking-guide,10,baking-butter-tips,베이킹용 버터 효과적인 활용법,베이킹용 버터 사용법과 효과적인 활용 팁,howto,tip,베이킹용 버터의 정확한 사용량과 활용 방법,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,2
10-baking-guide-baking-no-rise-tips,10-baking-guide,10,baking-no-rise-tips,베이킹용 무열림 팁과 해결법,베이킹용 무열림 발생 원인과 해결 방법,howto,tip,베이킹에서 발생하는 무열림 현상과 해결 팁,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,3
10-baking-guide-banana-baking-recipes,10-baking-guide,10,banana-baking-recipes,바나나 베이킹 레시피,바나나 베이킹 레시피: 과숙한 바나나 활용,howto,howto,과숙한 바나나를 활용한 베이킹 레시피를 공유합니다.,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,4
10-baking-guide-beginner-baking-recipes,10-baking-guide,10,beginner-baking-recipes,베이킹용 초보자용 간단한 레시피,베이킹 초보자용 간단하고 쉬운 레시피 추천,howto,start,베이킹을 처음 시작하는 사람 위한 쉬운 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,5
10-baking-guide-beginner-cookie-recipe,10-baking-guide,10,beginner-cookie-recipe,쿠키 베이킹 레시피 초보자,초보자도 쉽게 만드는 쿠키 베이킹 레시피,howto,howto,쿠키 베이킹을 처음 시작하는 사람을 위한 레시피,mistralai/mistral-nemotron,2026-06-02T02:14:18.684529+00:00,publish,96,,1,푸드,베이킹 가이드,S,6
