scenario,action,l2_id,l1_code,name_ko,merge_target_l2_id,new_value,note
A,keep,09-pasta-food,09,파스타 맛집,,,
A,keep,09-tteokbokki-food,09,떡볶이 맛집,,,
A,keep,09-gopchang-food,09,곱창 맛집,,,
A,keep,09-chicken-food,09,치킨 맛집,,,
A,keep,10-pasta-recipe,10,파스타 레시피,,,
A,keep,10-steak-recipe,10,스테이크 레시피,,,
A,keep,10-sandwich-recipe,10,샌드위치 레시피,,,
A,keep,10-soup-recipe,10,수프 레시피,,,
A,keep,10-side-dish-recipe,10,반찬 레시피,,,
A,keep,10-kimbap-making,10,김밥 만들기,,,
A,keep,10-fried-rice-recipe,10,볶음밥 레시피,,,
A,keep,10-jjigae-recipe,10,찌개 레시피,,,
A,keep,10-tang-yori,10,탕 요리,,,
B,move,10-baby-snack,10,유아 간식,,16,확장안 채택 시 L1 16로 이동(보수안에선 keep)
A,keep,10-low-carb-high-fat-diet,10,저탄고지 식단,,,
A,keep,10-fried-food-recipe,10,튀김 레시피,,,
A,keep,10-late-night-snack-recipe,10,야식 레시피,,,
A,merge,10-diet-bento,10,다이어트 도시락,10-diet-recipe,,→ 다이어트 레시피로 흡수
A,keep,10-high-protein-diet,10,고단백 식단,,,
A,keep,10-beef-recipe,10,소고기 요리,,,
A,keep,10-potato-recipe,10,감자 요리,,,
A,keep,10-egg-recipe,10,계란 요리,,,
A,keep,10-vegetable-recipe,10,채소 요리,,,
A,keep,10-mushroom-recipe,10,버섯 요리,,,
A,merge,10-topic,10,캠핑 요리,14-camping-cooking,,→ 캠핑 요리로 흡수
A,keep,11-family-trip,11,가족 여행,,,
A,keep,11-solo-travel,11,혼자 여행,,,
A,keep,11-couple-trip,11,커플 여행,,,
A,keep,11-backpacking-trip,11,배낭 여행,,,
A,keep,11-golf-trip,11,골프 여행,,,
A,keep,11-hot-spring-trip,11,온천 여행,,,
A,keep,11-cruise-trip,11,크루즈 여행,,,
A,keep,11-honeymoon-trip,11,신혼 여행,,,
A,keep,11-day-trip,11,당일치기 여행,,,
A,keep,11-train-trip,11,기차 여행,,,
A,keep,11-hotel-vacation,11,호캉스,,,
A,keep,11-layover-airport,11,환승 공항,,,
A,keep,11-travel-insurance,11,여행 보험,,,
A,keep,11-travel-apps,11,여행 앱,,,
A,keep,11-packing-tips,11,짐 싸기,,,
A,keep,11-travel-phrases,11,여행 회화,,,
A,keep,11-attraction-reservation,11,관광지 예약,,,
A,keep,11-local-transportation,11,현지 교통,,,
A,keep,11-passport-issuance,11,여권 발급,,,
A,keep,11-flight-reservation,11,항공권 예약,,,
A,keep,11-accommodation-reservation,11,숙소 예약,,,
A,keep,11-travel-expenses,11,여행 경비,,,
A,keep,11-singapore-trip,11,싱가포르 여행,,,
A,keep,11-philippines-trip,11,필리핀 여행,,,
A,keep,11-australia-trip,11,호주 여행,,,
A,keep,11-canada-trip,11,캐나다 여행,,,
A,keep,11-hongkong-trip,11,홍콩 여행,,,
A,keep,11-macao-trip,11,마카오 여행,,,
A,keep,11-spain-trip,11,스페인 여행,,,
A,keep,11-italy-trip,11,이탈리아 여행,,,
A,keep,11-france-trip,11,프랑스 여행,,,
A,keep,11-uk-trip,11,영국 여행,,,
A,keep,11-winter-overseas-trip,11,겨울 해외여행,,,
A,keep,11-summer-overseas-trip,11,여름 해외여행,,,
A,merge,11-travel-itinerary-2,11,여행 일정표,11-travel-itinerary,,→ 여행일정로 흡수
A,keep,12-history-stories,12,역사 이야기,,,
A,keep,12-science-facts,12,과학 상식,,,
A,keep,12-philosophy-intro,12,철학 입문,,,
A,keep,12-psychology-facts,12,심리학 상식,,,
A,keep,12-law-facts,12,법률 상식,,,
A,keep,12-book-recommendations,12,독서 추천,,,
A,keep,12-art-appreciation,12,미술 감상,,,
A,merge,12-economy-facts,12,경제 상식,02-economic-knowledge,,→ 경제 상식로 흡수
A,keep,12-history-in-movies,12,영화로 보는 역사,,,
A,keep,12-classical-music,12,클래식 음악,,,
A,keep,13-golden-retriever-care,13,골든리트리버 케어,,,
A,keep,13-shih-tzu-care,13,시츄 케어,,,
A,keep,13-bichon-care,13,비숑 케어,,,
A,keep,13-welsh-corgi-care,13,웰시코기 케어,,,
A,keep,13-pomeranian-care,13,포메라니안 케어,,,
A,keep,13-cat-health,13,고양이 건강,,,
A,keep,13-adopting-a-cat,13,반려묘 입양,,,
A,keep,13-cat-treats,13,고양이 간식,,,
A,keep,13-cat-grooming,13,고양이 그루밍,,,
A,keep,13-dog-food,13,강아지 사료,,,
A,keep,13-dog-treats,13,강아지 간식,,,
A,keep,13-pet-travel,13,반려동물 여행,,,
A,keep,13-pet-hotel,13,펫 호텔,,,
A,keep,13-dog-walking,13,강아지 산책,,,
A,merge,13-cat-food-comparison,13,고양이 사료 비교,13-cat-food,,→ 고양이 사료로 흡수
A,keep,14-spring-camping,14,봄 캠핑,,,
A,keep,14-autumn-camping,14,가을 캠핑,,,
A,keep,14-backpacking,14,백패킹,,,
A,keep,14-trekking,14,트레킹,,,
A,keep,14-water-play-camping,14,물놀이 캠핑,,,
A,keep,14-solo-camping,14,솔로 캠핑,,,
A,keep,14-wild-camping,14,노지 캠핑,,,
A,keep,14-glamping,14,글램핑,,,
A,keep,14-hiking-shoes,14,등산화,,,
A,keep,14-backpack-recommendation,14,배낭 추천,,,
A,keep,14-hiking-stick,14,등산 스틱,,,
A,keep,14-camping-chair,14,캠핑 의자,,,
A,keep,14-camping-table,14,캠핑 테이블,,,
A,keep,14-kid-camping,14,아이 캠핑,,,
A,keep,14-freshwater-fishing,14,민물낚시,,,
A,new,02-insurance-info,02,보험 정보,,,내부 보강 신규
A,new,02-pension-system,02,연금 제도,,,내부 보강 신규
A,new,03-back-joint-health,03,허리·관절 건강,,,내부 보강 신규
A,new,03-eye-health,03,눈 건강,,,내부 보강 신규
A,new,03-oral-health,03,구강 건강,,,내부 보강 신규
A,new,03-quit-smoking-drinking,03,금연·금주,,,내부 보강 신규
A,new,03-health-checkup,03,건강검진 가이드,,,내부 보강 신규
A,new,03-womens-health,03,여성 건강,,,내부 보강 신규
A,new,03-mens-health,03,남성 건강,,,내부 보강 신규
A,new,03-senior-health,03,시니어 건강,,,내부 보강 신규
A,new,03-immunity-care,03,면역력 관리,,,내부 보강 신규
A,new,03-posture-care,03,바른 자세 교정,,,내부 보강 신규
A,new,04-jewelry-watch,04,주얼리·시계,,,내부 보강 신규
A,new,04-golf-wear,04,골프웨어,,,내부 보강 신규
A,new,04-athleisure,04,애슬레저,,,내부 보강 신규
A,new,04-luxury-resell,04,명품·리셀,,,내부 보강 신규
A,new,04-maternity-wear,04,임부복,,,내부 보강 신규
A,new,04-guest-look,04,하객룩,,,내부 보강 신규
A,new,05-tennis,05,테니스,,,내부 보강 신규
A,new,05-swimming,05,수영,,,내부 보강 신규
A,new,05-badminton,05,배드민턴,,,내부 보강 신규
A,new,05-table-tennis,05,탁구,,,내부 보강 신규
A,new,05-running-start,05,러닝 입문,,,내부 보강 신규
A,new,05-golf-lesson-gear,05,골프 레슨·장비,,,내부 보강 신규
A,new,05-winter-sports,05,동계 스포츠,,,내부 보강 신규
A,new,06-motorcycle,06,오토바이,,,내부 보강 신규
A,new,06-drivers-license,06,운전면허,,,내부 보강 신규
A,new,06-car-accident-response,06,차량 사고 대처,,,내부 보강 신규
A,new,06-camping-car,06,캠핑카·카라반,,,내부 보강 신규
A,new,06-car-tuning,06,차량 튜닝,,,내부 보강 신규
A,new,07-coding-start,07,코딩 입문,,,내부 보강 신규
A,new,07-nocode-automation,07,업무 자동화·노코드,,,내부 보강 신규
A,new,07-creator-gear,07,크리에이터 장비,,,내부 보강 신규
A,new,07-smart-home,07,스마트홈 활용,,,내부 보강 신규
A,new,07-ai-creative-tools,07,AI 창작 도구,,,내부 보강 신규
A,new,08-perfume,08,향수,,,내부 보강 신규
A,new,08-scalp-care,08,두피 케어,,,내부 보강 신규
A,new,08-hair-removal,08,제모·왁싱,,,내부 보강 신규
A,new,08-beauty-device,08,뷰티 디바이스,,,내부 보강 신규
A,new,08-nail-art,08,네일아트,,,내부 보강 신규
A,new,09-vegan-restaurants,09,비건 맛집,,,내부 보강 신규
A,new,09-old-school-restaurants,09,노포 맛집,,,내부 보강 신규
A,new,09-omakase,09,오마카세,,,내부 보강 신규
A,new,09-wine-bar,09,와인바,,,내부 보강 신규
A,new,09-pocha-pub,09,포차·술집,,,내부 보강 신규
A,new,09-fine-dining,09,파인다이닝,,,내부 보강 신규
A,new,10-kimchi-pickles,10,김치·절임,,,내부 보강 신규
A,new,10-fermentation,10,발효·장 담그기,,,내부 보강 신규
A,new,10-home-cafe-drinks,10,홈카페 음료,,,내부 보강 신규
A,new,10-home-cocktail,10,홈칵테일·전통주,,,내부 보강 신규
A,new,10-meal-prep,10,밀프렙,,,내부 보강 신규
A,new,10-food-storage,10,식재료 보관,,,내부 보강 신규
A,new,11-china-travel,11,중국 여행,,,내부 보강 신규
A,new,11-swiss-travel,11,스위스 여행,,,내부 보강 신규
A,new,11-turkiye-travel,11,튀르키예 여행,,,내부 보강 신규
A,new,11-east-europe-travel,11,동유럽 여행,,,내부 보강 신규
A,new,11-north-europe-travel,11,북유럽 여행,,,내부 보강 신규
A,new,11-mongolia-travel,11,몽골 여행,,,내부 보강 신규
A,new,11-bali-travel,11,발리 여행,,,내부 보강 신규
A,new,11-dubai-travel,11,두바이 여행,,,내부 보강 신규
A,new,11-monthly-stay,11,한달살기,,,내부 보강 신규
A,new,11-workation,11,워케이션,,,내부 보강 신규
A,new,12-current-affairs,12,시사 이슈 해설,,,내부 보강 신규
A,new,12-global-affairs,12,국제 정세,,,내부 보강 신규
A,new,12-environment-climate,12,환경·기후,,,내부 보강 신규
A,new,12-space-astronomy,12,우주·천문,,,내부 보강 신규
A,new,12-language-learning,12,외국어 학습법,,,내부 보강 신규
A,new,12-study-methods,12,공부법·자격증,,,내부 보강 신규
A,new,12-writing-skills,12,글쓰기,,,내부 보강 신규
A,new,12-exhibition-performance,12,전시·공연,,,내부 보강 신규
A,new,13-hamster-small-pets,13,햄스터·소동물,,,내부 보강 신규
A,new,13-rabbit-care,13,토끼,,,내부 보강 신규
A,new,13-parrot-birds,13,앵무새·조류,,,내부 보강 신규
A,new,13-aquarium-fish,13,관상어·어항,,,내부 보강 신규
A,new,13-reptiles,13,파충류,,,내부 보강 신규
A,new,13-rescue-adoption,13,유기동물 입양,,,내부 보강 신규
A,new,13-pet-loss,13,펫로스,,,내부 보강 신규
A,new,13-pet-tech,13,펫테크,,,내부 보강 신규
A,new,14-cycling,14,자전거·라이딩,,,내부 보강 신규
A,new,14-surfing-watersports,14,서핑·수상레저,,,내부 보강 신규
A,new,14-kayak-sup,14,카약·패들보드,,,내부 보강 신규
A,new,14-climbing,14,클라이밍·볼더링,,,내부 보강 신규
A,new,14-ski-snowboard,14,스키·스노보드,,,내부 보강 신규
A,new,14-picnic,14,피크닉·차크닉,,,내부 보강 신규
B,new,15-interior,15,인테리어,,,신규 L1 (확장안)
B,new,15-organizing,15,정리수납,,,신규 L1 (확장안)
B,new,15-cleaning-tips,15,청소 꿀팁,,,신규 L1 (확장안)
B,new,15-laundry-care,15,세탁·의류관리,,,신규 L1 (확장안)
B,new,15-moving-prep,15,이사 준비,,,신규 L1 (확장안)
B,new,15-appliance-usage,15,가전 활용,,,신규 L1 (확장안)
B,new,15-self-repair,15,셀프 수리·인테리어,,,신규 L1 (확장안)
B,new,15-minimal-life,15,미니멀라이프,,,신규 L1 (확장안)
B,new,15-single-living,15,자취 살림,,,신규 L1 (확장안)
B,new,15-home-fragrance,15,홈프래그런스,,,신규 L1 (확장안)
B,new,15-plants-gardening,15,식물·가드닝,,,신규 L1 (확장안)
B,new,15-home-office,15,홈오피스,,,신규 L1 (확장안)
B,new,15-recycling,15,분리수거·재활용,,,신규 L1 (확장안)
B,new,15-season-housekeeping,15,계절 살림,,,신규 L1 (확장안)
B,new,15-storage-furniture,15,수납·가구,,,신규 L1 (확장안)
B,new,15-household-items,15,생활용품 리뷰,,,신규 L1 (확장안)
B,new,16-pregnancy-birth,16,임신·출산,,,신규 L1 (확장안)
B,new,16-newborn-care,16,신생아 케어,,,신규 L1 (확장안)
B,new,16-baby-food,16,이유식·유아식,,,신규 L1 (확장안)
B,new,16-toddler-play,16,유아 놀이·발달,,,신규 L1 (확장안)
B,new,16-discipline-habits,16,훈육·생활습관,,,신규 L1 (확장안)
B,new,16-daycare-kindergarten,16,어린이집·유치원,,,신규 L1 (확장안)
B,new,16-elementary-learning,16,초등 학습,,,신규 L1 (확장안)
B,new,16-private-education,16,학원·사교육,,,신규 L1 (확장안)
B,new,16-parenting-items,16,육아템 리뷰,,,신규 L1 (확장안)
B,new,16-working-parents,16,워킹맘·워킹대디,,,신규 L1 (확장안)
B,new,16-child-health,16,아이 건강,,,신규 L1 (확장안)
B,new,16-kids-content,16,키즈 콘텐츠,,,신규 L1 (확장안)
B,new,16-parenting-subsidy,16,육아 지원금,,,신규 L1 (확장안)
B,new,16-kids-english,16,유아 영어,,,신규 L1 (확장안)
B,new,16-childcare-logistics,16,등하원·돌봄,,,신규 L1 (확장안)
B,new,17-job-seeking,17,취업 준비,,,신규 L1 (확장안)
B,new,17-resume-writing,17,자소서 작성,,,신규 L1 (확장안)
B,new,17-interview-prep,17,면접 준비,,,신규 L1 (확장안)
B,new,17-job-change,17,이직,,,신규 L1 (확장안)
B,new,17-worklife-tips,17,직장생활 팁,,,신규 L1 (확장안)
B,new,17-side-job,17,부업·사이드잡,,,신규 L1 (확장안)
B,new,17-freelancer-life,17,프리랜서 라이프,,,신규 L1 (확장안)
B,new,17-remote-work,17,재택근무,,,신규 L1 (확장안)
B,new,17-self-development,17,직장인 자기계발,,,신규 L1 (확장안)
B,new,17-salary-negotiation,17,연봉·협상,,,신규 L1 (확장안)
B,new,17-civil-service,17,공무원·공기업 준비,,,신규 L1 (확장안)
B,new,17-part-time-job,17,아르바이트,,,신규 L1 (확장안)
B,new,17-career-pivot,17,커리어 전환,,,신규 L1 (확장안)
B,new,17-office-relationships,17,직장 인간관계,,,신규 L1 (확장안)
B,new,18-mobile-games,18,모바일 게임,,,신규 L1 (확장안)
B,new,18-pc-games,18,PC 게임,,,신규 L1 (확장안)
B,new,18-console-games,18,콘솔 게임,,,신규 L1 (확장안)
B,new,18-game-guides,18,게임 공략,,,신규 L1 (확장안)
B,new,18-indie-games,18,인디 게임,,,신규 L1 (확장안)
B,new,18-steam-platform,18,스팀·플랫폼 활용,,,신규 L1 (확장안)
B,new,18-game-news,18,게임 뉴스,,,신규 L1 (확장안)
B,new,18-board-games,18,보드게임,,,신규 L1 (확장안)
B,new,18-retro-games,18,고전 게임,,,신규 L1 (확장안)
B,new,18-gaming-terms,18,게임 입문 용어,,,신규 L1 (확장안)
B,new,18-gaming-gear,18,게이밍 기어,,,신규 L1 (확장안)
B,new,18-game-events,18,게임 행사·페스티벌,,,신규 L1 (확장안)
