batch,phase,l2_id,l1_code,name_ko,status
18,replace,09-gyeongnam-food,09,경남 맛집,기존 유지
18,replace,09-hamburger-food,09,햄버거 맛집,기존 유지
18,replace,09-hongdae-food,09,홍대 맛집,기존 유지
18,replace,09-ilsan-food,09,일산 맛집,기존 유지
18,replace,09-itaewon-food,09,이태원 맛집,기존 유지
18,replace,09-jamsil-food,09,잠실 맛집,기존 유지
18,replace,09-japanese-food,09,일식 맛집,기존 유지
18,replace,09-jeju-food,09,제주 맛집,기존 유지
18,replace,09-jeonbuk-food,09,전북 맛집,기존 유지
18,replace,09-jeonnam-food,09,전남 맛집,기존 유지
18,replace,09-jongno-food,09,종로 맛집,기존 유지
18,replace,09-kalguksu-food,09,칼국수 맛집,기존 유지
18,replace,09-korean-food,09,한식 맛집,기존 유지
18,replace,09-local-food,09,현지인 맛집,기존 유지
18,replace,09-lunch-food,09,점심 맛집,기존 유지
18,replace,09-mangwon-food,09,망원 맛집,기존 유지
18,replace,09-meat-food,09,고기 맛집,기존 유지
18,replace,09-mokdong-food,09,목동 맛집,기존 유지
18,replace,09-myeongdong-food,09,명동 맛집,기존 유지
18,replace,09-naengmyeon-food,09,냉면 맛집,기존 유지
18,replace,09-night-food,09,야식 맛집,기존 유지
18,replace,09-nowon-food,09,노원 맛집,기존 유지
18,replace,09-pangyo-food,09,판교 맛집,기존 유지
18,replace,09-pasta-food,09,파스타 맛집,기존 유지
18,replace,09-pet-cafe,09,반려견 카페,기존 유지
18,replace,09-pizza-food,09,피자 맛집,기존 유지
18,replace,09-rooftop-cafe,09,루프탑 카페,기존 유지
18,replace,09-sangam-food,09,상암 맛집,기존 유지
18,replace,09-seafood-food,09,해산물 맛집,기존 유지
19,replace,09-sejong-food,09,세종 맛집,기존 유지
19,replace,09-seongsu-food,09,성수 맛집,기존 유지
19,replace,09-sinchon-food,09,신촌 맛집,기존 유지
19,replace,09-snack-food,09,분식 맛집,기존 유지
19,replace,09-songpa-food,09,송파 맛집,기존 유지
19,replace,09-station-food,09,역세권 맛집,기존 유지
19,replace,09-takeout-food,09,포장 맛집,기존 유지
19,replace,09-tteokbokki-food,09,떡볶이 맛집,기존 유지
19,replace,09-ulsan-food,09,울산 맛집,기존 유지
19,replace,09-university-food,09,대학가 맛집,기존 유지
19,replace,09-value-for-money-food,09,가성비 맛집,기존 유지
19,replace,09-view-cafe,09,뷰 카페,기존 유지
19,replace,09-waiting-food,09,웨이팅·예약 맛집,개명
19,replace,09-western-food,09,양식 맛집,기존 유지
19,replace,09-yeonnam-food,09,연남 맛집,기존 유지
19,replace,09-yeouido-food,09,여의도 맛집,기존 유지
19,replace,10-air-fryer-recipes,10,에어프라이어 레시피,기존 유지
19,replace,10-beef-recipe,10,소고기 요리,기존 유지
19,replace,10-bento-recipes,10,도시락 레시피,기존 유지
19,replace,10-breakfast-recipes,10,아침 레시피,기존 유지
19,replace,10-chicken-recipes,10,닭고기 레시피,기존 유지
19,replace,10-chinese-recipes,10,중식 레시피,기존 유지
19,replace,10-diet-recipe,10,다이어트 레시피,기존 유지
19,replace,10-drinks-recipes,10,술안주 레시피,기존 유지
19,replace,10-egg-recipe,10,계란 요리,기존 유지
19,replace,10-french-recipe,10,프렌치 레시피,기존 유지
19,replace,10-fried-food-recipe,10,튀김 레시피,기존 유지
19,replace,10-fried-rice-recipe,10,볶음밥 레시피,기존 유지
19,replace,10-high-protein-diet,10,고단백 식단,기존 유지
19,replace,10-italian-recipes,10,이탈리안 레시피,기존 유지
20,replace,10-japanese-recipes,10,일식 레시피,기존 유지
20,replace,10-jjigae-recipe,10,찌개 레시피,기존 유지
20,replace,10-kimbap-making,10,김밥 만들기,기존 유지
20,replace,10-late-night-snack-recipe,10,야식 레시피,기존 유지
20,replace,10-low-carb-high-fat-diet,10,저탄고지 식단,기존 유지
20,replace,10-mexican-recipe,10,멕시칸 레시피,기존 유지
20,replace,10-microwave-cooking,10,전자레인지 요리,기존 유지
20,replace,10-mushroom-recipe,10,버섯 요리,기존 유지
20,replace,10-noodle-recipes,10,면 요리 레시피,기존 유지
20,replace,10-pasta-recipe,10,파스타 레시피,기존 유지
20,replace,10-pork-recipe,10,돼지고기 레시피,기존 유지
20,replace,10-pot-cooking,10,냄비 요리,기존 유지
20,replace,10-potato-recipe,10,감자 요리,기존 유지
20,replace,10-rice-recipe,10,밥 요리 레시피,기존 유지
20,replace,10-salad-recipe,10,샐러드 레시피,기존 유지
20,replace,10-sandwich-recipe,10,샌드위치 레시피,기존 유지
20,replace,10-side-dish-recipe,10,반찬 레시피,기존 유지
20,replace,10-snack-recipe,10,간식 레시피,기존 유지
20,replace,10-soup-recipe,10,수프 레시피,기존 유지
20,replace,10-steak-recipe,10,스테이크 레시피,기존 유지
20,replace,10-tang-yori,10,탕 요리,기존 유지
20,replace,10-tofu-recipes,10,두부 레시피,기존 유지
20,replace,10-vegetable-recipe,10,채소 요리,기존 유지
20,replace,11-accommodation-reservation,11,숙소 예약,기존 유지
20,replace,11-airport-guide,11,공항 이용법,기존 유지
20,replace,11-attraction-reservation,11,관광지 예약,기존 유지
20,replace,11-australia-trip,11,호주 여행,기존 유지
20,replace,11-backpacking-trip,11,배낭 여행,기존 유지
20,replace,11-busan-trip,11,부산 여행,기존 유지
20,replace,11-canada-trip,11,캐나다 여행,기존 유지
21,replace,11-couple-trip,11,커플 여행,기존 유지
21,replace,11-cruise-trip,11,크루즈 여행,기존 유지
21,replace,11-currency-exchange,11,환전 가이드,기존 유지
21,replace,11-day-trip,11,당일치기 여행,기존 유지
21,replace,11-duty-free-shopping,11,면세점 쇼핑,기존 유지
21,replace,11-esim-guide,11,eSIM 가이드,기존 유지
21,replace,11-europe-trip,11,유럽 여행,기존 유지
21,replace,11-family-trip,11,가족 여행,기존 유지
21,replace,11-flight-reservation,11,항공권 예약,기존 유지
21,replace,11-france-trip,11,프랑스 여행,기존 유지
21,replace,11-gangwon-trip,11,강원 여행,기존 유지
21,replace,11-golf-trip,11,골프 여행,기존 유지
21,replace,11-gyeongju-trip,11,경주 여행,기존 유지
21,replace,11-honeymoon-trip,11,신혼 여행,기존 유지
21,replace,11-hongkong-trip,11,홍콩 여행,기존 유지
21,replace,11-hot-spring-trip,11,온천 여행,기존 유지
21,replace,11-hotel-vacation,11,호캉스,기존 유지
21,replace,11-italy-trip,11,이탈리아 여행,기존 유지
21,replace,11-japan-trip,11,일본 여행,기존 유지
21,replace,11-jeju-trip,11,제주 여행,기존 유지
21,replace,11-jeonju-trip,11,전주 여행,기존 유지
21,replace,11-layover-airport,11,환승 공항,기존 유지
21,replace,11-local-transportation,11,현지 교통,기존 유지
21,replace,11-macao-trip,11,마카오 여행,기존 유지
21,replace,11-packing-tips,11,짐 싸기,기존 유지
21,replace,11-passport-issuance,11,여권 발급,기존 유지
21,replace,11-philippines-trip,11,필리핀 여행,기존 유지
21,replace,11-rental-car-travel,11,렌터카 여행,기존 유지
21,replace,11-singapore-trip,11,싱가포르 여행,기존 유지
21,replace,11-solo-travel,11,혼자 여행,기존 유지
22,replace,11-spain-trip,11,스페인 여행,기존 유지
22,replace,11-summer-overseas-trip,11,여름 해외여행,기존 유지
22,replace,11-taiwan-trip,11,대만 여행,기존 유지
22,replace,11-thailand-trip,11,태국 여행,기존 유지
22,replace,11-train-trip,11,기차 여행,기존 유지
22,replace,11-travel-apps,11,여행 앱,기존 유지
22,replace,11-travel-expenses,11,여행 경비,기존 유지
22,replace,11-travel-insurance,11,여행 보험,기존 유지
22,replace,11-travel-phrases,11,여행 회화,기존 유지
22,replace,11-travel-visa,11,여행 비자,기존 유지
22,replace,11-uk-trip,11,영국 여행,기존 유지
22,replace,11-usa-trip,11,미국 여행,기존 유지
22,replace,11-vietnam-trip,11,베트남 여행,기존 유지
22,replace,11-winter-overseas-trip,11,겨울 해외여행,기존 유지
22,replace,11-yeosu-trip,11,여수 여행,기존 유지
22,replace,12-art-appreciation,12,미술 감상,기존 유지
22,replace,12-book-recommendations,12,독서 추천,기존 유지
22,replace,12-classical-music,12,클래식 음악,기존 유지
22,replace,12-history-in-movies,12,영화로 보는 역사,기존 유지
22,replace,12-history-stories,12,역사 이야기,기존 유지
22,replace,12-law-facts,12,법률 상식,기존 유지
22,replace,12-philosophy-intro,12,철학 입문,기존 유지
22,replace,12-psychology-facts,12,심리학 상식,기존 유지
22,replace,12-science-facts,12,과학 상식,기존 유지
22,replace,13-adopting-a-cat,13,반려묘 입양,기존 유지
22,replace,13-adopting-a-pet,13,반려견 입양,기존 유지
22,replace,13-bichon-care,13,비숑 케어,기존 유지
22,replace,13-cat-grooming,13,고양이 그루밍,기존 유지
22,replace,13-cat-health,13,고양이 건강,기존 유지
22,replace,13-cat-litter-box,13,고양이 화장실,기존 유지
23,replace,13-cat-treats,13,고양이 간식,기존 유지
23,replace,13-dog-food,13,강아지 사료,기존 유지
23,replace,13-dog-treats,13,강아지 간식,기존 유지
23,replace,13-dog-walking,13,강아지 산책,기존 유지
23,replace,13-golden-retriever-care,13,골든리트리버 케어,기존 유지
23,replace,13-maltese-care,13,말티즈 케어,기존 유지
23,replace,13-multi-cat-household,13,다묘 가정,기존 유지
23,replace,13-pet-hotel,13,펫 호텔,기존 유지
23,replace,13-pet-travel,13,반려동물 여행,기존 유지
23,replace,13-pomeranian-care,13,포메라니안 케어,기존 유지
23,replace,13-poodle-care,13,푸들 케어,기존 유지
23,replace,13-senior-dog-care,13,노견 케어,기존 유지
23,replace,13-shih-tzu-care,13,시츄 케어,기존 유지
23,replace,13-welsh-corgi-care,13,웰시코기 케어,기존 유지
23,replace,14-autumn-camping,14,가을 캠핑,기존 유지
23,replace,14-backpack-recommendation,14,배낭 추천,기존 유지
23,replace,14-backpacking,14,백패킹,기존 유지
23,replace,14-camping-burner,14,캠핑 버너,기존 유지
23,replace,14-camping-chair,14,캠핑 의자,기존 유지
23,replace,14-camping-lantern,14,캠핑 랜턴,기존 유지
23,replace,14-camping-table,14,캠핑 테이블,기존 유지
23,replace,14-fishing-spot-info,14,낚시터 정보,기존 유지
23,replace,14-freshwater-fishing,14,민물낚시,기존 유지
23,replace,14-glamping,14,글램핑,기존 유지
23,replace,14-gyeonggi-hiking,14,경기 등산,기존 유지
23,replace,14-hiking-shoes,14,등산화,기존 유지
23,replace,14-hiking-stick,14,등산 스틱,기존 유지
23,replace,14-jeju-camping,14,제주 캠핑,기존 유지
23,replace,14-jeju-hiking,14,제주 등산,기존 유지
23,replace,14-kangwon-camping,14,강원 캠핑,기존 유지
24,replace,14-kid-camping,14,아이 캠핑,기존 유지
24,replace,14-sea-fishing,14,바다낚시,기존 유지
24,replace,14-sleeping-bag-recommend,14,침낭 추천,기존 유지
24,replace,14-solo-camping,14,솔로 캠핑,기존 유지
24,replace,14-spring-camping,14,봄 캠핑,기존 유지
24,replace,14-summer-camping,14,여름 캠핑,기존 유지
24,replace,14-tent-recommend,14,텐트 추천,기존 유지
24,replace,14-trekking,14,트레킹,기존 유지
24,replace,14-water-play-camping,14,물놀이 캠핑,기존 유지
24,replace,14-wild-camping,14,노지 캠핑,기존 유지
24,replace,14-winter-camping,14,겨울 캠핑,기존 유지
24,replace,10-baby-meal,16,유아 식단,이동(확장안)
24,replace,10-baby-snack,16,유아 간식,이동(확장안)
24,replace,05-esports,18,e스포츠,이동(확장안)
